year,stockID,per
2023,2342,290.3
2014,2344,12.035
2015,2344,9.4925
2016,2344,11.41
2017,2344,16.945
2018,2344,9.7125
2019,2344,27.5375
2020,2344,51.725
2021,2344,16.325
2022,2344,6.945
2023,2344,24.09333333
2024,2344,615.35
2014,2345,13.945
2015,2345,10.5875
2016,2345,14.745
2017,2345,20.405
2018,2345,18.13
2019,2345,19.4325
2020,2345,25.7625
2021,2345,32.53
2022,2345,19.945
2023,2345,27.075
2024,2345,30.59666667
2014,2347,13.94
2015,2347,15.665
2016,2347,13.235
2017,2347,10.59
2018,2347,10.7225
2019,2347,9.27
2020,2347,9.09
2021,2347,6.9
2022,2347,6.1375
2023,2347,10.8325
2024,2347,16.19333333
2014,2348,11.42
2015,2348,17.7025
2016,2348,74.2025
2017,2348,22.345
2018,2348,12.205
2019,2348,7.8725
2020,2348,6.3775
2021,2348,6.65
2022,2348,7.515
2023,2348,6.6525
2024,2348,10.69333333
2014,2351,9.99
2015,2351,9.41
2016,2351,10.175
2017,2351,17.565
2018,2351,18.4775
2019,2351,19.7175
2020,2351,28.72
2021,2351,34.6225
2022,2351,25.1
2023,2351,26.8575
2024,2351,30.61333333
2014,2352,9.29
2015,2352,9.4175
2016,2352,7.0325
2017,2352,8.34
2018,2352,9.1025
2019,2352,10.815
2020,2352,8.685
2021,2352,8.86
2022,2352,6.96
2023,2352,19.33
2024,2352,28.22
2014,2353,32.385
2015,2353,43.32
2017,2353,38.97
2018,2353,24.11
2019,2353,20.2325
2020,2353,13.0225
2021,2353,9.8675
2022,2353,10.4925
2023,2353,22.675
2024,2353,25.24666667
2014,2354,11.73
2015,2354,11.2925
2016,2354,10.16
2017,2354,12.34
2018,2354,10.795
2019,2354,11.535
2020,2354,13.47
2021,2354,21.1375
2022,2354,17.0425
2023,2354,18.44
2024,2354,23.26333333
2014,2355,11.37
2015,2355,10.92
2016,2355,11.195
2017,2355,12.9775
2018,2355,38.5025
2019,2355,32.26
2020,2355,91.9375
2021,2355,65.6675
2022,2355,27.595
2023,2355,22.835
2024,2355,19.19
2014,2356,10.39
2015,2356,11.8775
2016,2356,14.5525
2017,2356,13.3475
2018,2356,13.145
2019,2356,14.09
2020,2356,12.635
2021,2356,13.5125
2022,2356,14.14
2023,2356,25.8675
2024,2356,31.45666667
2014,2357,12.14
2015,2357,12.0725
2016,2357,11.105
2017,2357,12.255
2018,2357,25.04
2019,2357,19.045
2020,2357,8.2875
2021,2357,7.245
2022,2357,9.17
2023,2357,17.26
2024,2357,13.39666667
2017,2358,38.06
2018,2358,29.8325
2019,2358,458.3075
2020,2358,218.225
2021,2358,25.3825
2022,2358,374.9425
2014,2359,10.185
2015,2359,8.1275
2016,2359,11.455
2017,2359,40.26
2018,2359,20.58
2019,2359,11.8875
2020,2359,56.035
2021,2359,28.49
2022,2359,12.7725
2023,2359,12.1125
2024,2359,42.70666667
2014,2360,23.7
2015,2360,19.7225
2016,2360,18.89
2017,2360,19.8325
2018,2360,23.7175
2019,2360,28.3475
2020,2360,28.8825
2021,2360,23.23
2022,2360,15.3525
2023,2360,22.125
2024,2360,30.57666667
2014,2362,14.535
2015,2362,16.895
2016,2362,24.945
2017,2362,27.31
2018,2362,17.03
2019,2362,16.585
2020,2362,22.0625
2021,2362,14.0075
2022,2362,16.3375
2023,2362,20.4475
2024,2362,21.25666667
2015,2363,346.5
2021,2363,171.845
2022,2363,39.8175
2023,2363,41.295
2024,2363,114.7
2020,2364,347.03
2021,2364,8.6325
2022,2364,23.9
2023,2364,31.7125
2024,2364,23.81333333
2014,2365,28.515
2015,2365,27.9575
2017,2365,54.21
2018,2365,33.2825
2019,2365,15.44
2020,2365,14.77
2021,2365,34.75
2022,2365,44.805
2023,2365,41.3525
2024,2365,104.26
2014,2367,14.78
2015,2367,13.2425
2016,2367,28.78
2017,2367,18.255
2018,2367,15.6475
2019,2367,12.9275
2020,2367,59.965
2022,2367,68.49
2023,2367,152.84
2024,2367,151.935
2014,2368,13.14
2015,2368,29.615
2016,2368,43.3925
2017,2368,168.6
2018,2368,47.965
2019,2368,47.1075
2020,2368,16.5975
2021,2368,13.7125
2022,2368,11.405
2023,2368,22.095
2024,2368,26.58666667
2014,2369,30.45
2015,2369,59.3
2016,2369,30.46333333
2017,2369,35.2475
2018,2369,106
2021,2369,27.72
2022,2369,15.02
2023,2369,134.05
2014,2371,55.72
2017,2371,320
2019,2371,16.94
2020,2371,38.95
2021,2371,166.385
2022,2371,11.615
2023,2371,23.07
2024,2371,44.98
2014,2373,15.26
2015,2373,14.0625
2016,2373,13.56
2017,2373,12.95
2018,2373,13.8075
2019,2373,14.73
2020,2373,13.845
2021,2373,14.495
2022,2373,14.165
2023,2373,14.915
2024,2373,14.96666667
2014,2374,51.36
2015,2374,16.9725
2016,2374,11.57
2017,2374,20.4625
2018,2374,116.1
2021,2374,21.4
2022,2374,23.08
2023,2374,29.615
2024,2374,25.39
2014,2375,12.6
2015,2375,21.6525
2016,2375,59.56
2017,2375,47.9625
2018,2375,4.9225
2019,2375,7.3025
2020,2375,15.1325
2021,2375,17.1425
2022,2375,9.3775
2023,2375,21.43
2024,2375,22.47333333
2014,2376,9.3
2015,2376,10.345
2016,2376,11.57
2017,2376,10.6075
2018,2376,13.2575
2019,2376,14.83
2020,2376,12.495
2021,2376,7.415
2022,2376,7.48
2023,2376,27.875
2024,2376,33.9
2014,2377,10.035
2015,2377,8.76
2016,2377,12.4375
2017,2377,12.1775
2018,2377,13.18
2019,2377,12.9075
2020,2377,13.7175
2021,2377,10.1425
2022,2377,8.065
2023,2377,17.485
2024,2377,19.07666667
2014,2379,13.88
2015,2379,13.35
2016,2379,17.6775
2017,2379,16.8125
2018,2379,16.53
2019,2379,18.9925
2020,2379,20.0225
2021,2379,19.5125
2022,2379,10.4375
2023,2379,18.595
2024,2379,27.57333333
2014,2382,15.96
2015,2382,13.6575
2016,2382,14.5475
2017,2382,17.4475
2018,2382,14.205
2019,2382,14.73
2020,2382,12.7325
2021,2382,11.3825
2022,2382,9.9475
2023,2382,18.68
2024,2382,24.12
2014,2383,7.615
2015,2383,9.35
2016,2383,9.395
2017,2383,14.6425
2018,2383,12.1775
2019,2383,13.88
2020,2383,13.0275
2021,2383,15.0525
2022,2383,12.175
2023,2383,19.285
2024,2383,20.41
2014,2385,14.43
2015,2385,13.5525
2016,2385,14.34
2017,2385,13.33
2018,2385,12.2125
2019,2385,11.3925
2020,2385,10.3125
2021,2385,10.2275
2022,2385,8.61
2023,2385,11.7175
2024,2385,16.48333333
2014,2387,9.295
2015,2387,7.445
2016,2387,7.6175
2017,2387,14.7275
2018,2387,23.3575
2019,2387,315.4125
2020,2387,13.13
2021,2387,9.225
2022,2387,5.6675
2023,2387,7.1275
2024,2387,9.033333333
2015,2388,8.565
2016,2388,14.255
2017,2388,60.3675
2018,2388,314.925
2019,2388,339.6
2020,2388,6.3425
2021,2388,7.0325
2022,2388,21.78666667
2023,2388,439.25
2024,2388,112.2333333
2015,2390,57.12333333
2016,2390,236.4233333
2020,2390,178.8533333
2021,2390,5.5375
2022,2390,9.24
2014,2392,14.85
2015,2392,15.2125
2016,2392,19.0575
2017,2392,19.7325
2018,2392,17.92
2019,2392,13.445
2020,2392,9.645
2021,2392,16.06
2022,2392,13.495
2023,2392,13.8875
2024,2392,13.87666667
2014,2393,13.355
2015,2393,12.3275
2016,2393,12.08
2017,2393,14.755
2018,2393,16.6575
2019,2393,16.71
2020,2393,13.7025
2021,2393,13.3225
2022,2393,12.02
2023,2393,15.12
2024,2393,18.20666667
2014,2395,28.81
2015,2395,27.8175
2016,2395,29.0925
2017,2395,25.1175
2018,2395,23.7225
2019,2395,27.5
2020,2395,30.34
2021,2395,35.8075
2022,2395,26.7075
2023,2395,28.585
2024,2395,33.34666667
2014,2397,12.38
2015,2397,13.7075
2016,2397,12.66
2017,2397,14.685
2018,2397,15.1175
2019,2397,15.075
2020,2397,16.135
2021,2397,13.525
2022,2397,12.0075
2023,2397,19.3325
2024,2397,26.97333333
2017,2399,511.71
2018,2399,308.4
2019,2399,302.5
2020,2399,24.23
2021,2399,17.365
2022,2399,60.015
2014,2401,17.78
2015,2401,15.6225
2016,2401,30.5225
2017,2401,29.645
2018,2401,317.08
2019,2401,632.125
2020,2401,40.3225
2021,2401,24.7075
2022,2401,34.585
2023,2401,368.9
2014,2402,10.505
2015,2402,35.92
2016,2402,128.4
2018,2402,87.625
2019,2402,25.3625
2020,2402,30.1375
2021,2402,29.8325
2022,2402,15.9975
2023,2402,23.655
2024,2402,21.70666667
2014,2404,9.635
2015,2404,8.1625
2016,2404,8.1475
2017,2404,10.9725
2018,2404,9.085
2019,2404,12.045
2020,2404,10.37
2021,2404,12.005
2022,2404,9.135
2023,2404,9.795
2024,2404,14.27333333
2019,2405,1220
2020,2405,100.2
2021,2405,35.2225
2022,2405,45.5375
2023,2405,231.7825
2024,2405,213.8
2014,2406,2847.5
2015,2406,2628.75
2016,2406,460.45
2019,2406,17.23
2020,2406,722.4
2021,2406,385
2014,2408,6.005
2015,2408,5.96
2016,2408,5.17
2017,2408,5.385
2018,2408,5.355
2019,2408,13.5225
2020,2408,23.705
2021,2408,15.48
2022,2408,9.59
2023,2408,41.825
2014,2409,7.935
2015,2409,13.2025
2016,2409,15.835
2017,2409,5.7525
2018,2409,7.5525
2019,2409,38.47
2020,2409,38.89
2021,2409,6.2525
2022,2409,6.37
2014,2412,18.645
2015,2412,18.6225
2016,2412,20.6775
2017,2412,20.8025
2018,2412,23.5325
2019,2412,25.4325
2020,2412,25.73
2021,2412,25.1575
2022,2412,25.51
2023,2412,24.9075
2024,2412,26.26333333
2014,2413,30.655
2015,2413,15.41
2016,2413,31.3225
2018,2413,420
2021,2413,646.94
2022,2413,17.4825
2023,2413,25.345
2024,2413,33.56333333
2014,2414,11.375
2015,2414,11.9225
2016,2414,11.895
2017,2414,12.4
2018,2414,12.7625
2019,2414,12.63
2020,2414,11.5775
2021,2414,11.015
2022,2414,9.915
2023,2414,13.08
2024,2414,15.86
2014,2415,9.48
2015,2415,12.535
2016,2415,10.2975
2017,2415,15.7625
2018,2415,17.075
2019,2415,25.3025
2020,2415,27.1225
2021,2415,23.3775
2022,2415,529.6125
2024,2415,260.85
2018,2417,338.3
2019,2417,469.775
2020,2417,8.8525
2021,2417,38.71
2022,2417,92.7725
2023,2417,1083.275
2024,2417,239.4666667
2014,2419,25.55
2015,2419,17.1525
2016,2419,13.37
2017,2419,13.95
2018,2419,20.645
2019,2419,24.28
2020,2419,23.4375
2021,2419,57.945
2022,2419,23.6825
2023,2419,467.27
2014,2420,10.38
2015,2420,10.5375
2016,2420,9.97
2017,2420,11.125
2018,2420,10.6625
2019,2420,11.2475
2020,2420,10.6075
2021,2420,11.9375
2022,2420,9.69
2023,2420,11.9925
2024,2420,15.95333333
2014,2421,13.15
2015,2421,10.83
2016,2421,11.805
2017,2421,17.315
2018,2421,16.88
2019,2421,14.71
2020,2421,15.72
2021,2421,19.875
2022,2421,12.205
2023,2421,18.8625
2024,2421,22.68333333
2014,2423,14.54
2015,2423,11.75
2016,2423,10.75
2017,2423,12.2625
2018,2423,10.6625
2019,2423,12.25
2020,2423,14.17
2021,2423,14.8225
2022,2423,10.775
2023,2423,12.26
2024,2423,14.04333333
2014,2425,11.795
2015,2425,11.585
2016,2425,18.775
2017,2425,72.55
2018,2425,54.9775
2019,2425,20.515
2020,2425,19.735
2021,2425,22.425
2022,2425,11.2425
2023,2425,19.2475
2024,2425,22.14
2014,2426,7.405
2015,2426,10.8825
2016,2426,12.935
2017,2426,19.44
2018,2426,14.68
2019,2426,17.3525
2020,2426,16.015
2021,2426,14.62
2022,2426,46.34333333
2014,2427,72.71
2015,2427,46.0625
2016,2427,28.73
2017,2427,25.9475
2018,2427,20.66
2019,2427,16.9275
2020,2427,16.7275
2021,2427,15.76
2022,2427,13.0025
2023,2427,18.82
2024,2427,19.76333333
2014,2428,9.345
2015,2428,8.815
2016,2428,8.94
2017,2428,10.225
2018,2428,10.755
2019,2428,10.295
2020,2428,10.355
2021,2428,15.27
2022,2428,11.3425
2023,2428,15.195
2024,2428,15.34333333
2016,2429,73.41
2021,2429,410
2014,2430,52.61
2015,2430,19.365
2016,2430,10.845
2017,2430,12.455
2018,2430,15.4275
2019,2430,14.19
2020,2430,10.9175
2021,2430,11.4775
2022,2430,9.595
2023,2430,13.59
2024,2430,17.56
2014,2431,17.4
2015,2431,29.4875
2016,2431,22.705
2017,2431,41.325
2019,2431,142.5
2020,2431,33.315
2021,2431,16.965
2022,2431,43.7725
2014,2433,12.465
2015,2433,12.35
2016,2433,12.79
2017,2433,12.0625
2018,2433,12.015
2019,2433,12.5175
2020,2433,12.4975
2021,2433,13.585
2022,2433,12.95
2023,2433,14.6075
2024,2433,15.68
2014,2434,3.46
2015,2434,5.93
2024,2434,112
2014,2436,35.585
2015,2436,34.635
2016,2436,37.7025
2017,2436,31.4725
2018,2436,29.685
2019,2436,18.32
2020,2436,16.9125
2021,2436,22.98
2022,2436,30.23
2023,2436,58.07
2024,2436,42.13
2014,2438,246.85
2015,2438,244.625
2016,2438,469.2
2018,2438,75.44
2020,2438,95.29
2021,2438,315.7
2014,2439,18.825
2015,2439,14.2875
2016,2439,11.1025
2017,2439,11.7
2018,2439,10.4525
2019,2439,14.04
2020,2439,16.93
2021,2439,18.17
2022,2439,13.0875
2023,2439,14.76
2024,2439,16.94
2016,2440,630.3
2017,2440,22.9625
2018,2440,40.95
2020,2440,17.91
2021,2440,17.9075
2022,2440,92.93
2014,2441,9.74
2015,2441,9.6475
2016,2441,10.2
2017,2441,11.4025
2018,2441,11.9825
2019,2441,12.1625
2020,2441,11.57
2021,2441,11.5175
2022,2441,8.9275
2023,2441,13.6075
2024,2441,15.92333333
2014,2442,12.08
2015,2442,19.1325
2016,2442,38.4725
2017,2442,984
2018,2442,7.5375
2019,2442,8.785
2020,2442,14.2925
2021,2442,8.36
2022,2442,13.7775
2023,2442,15.7675
2024,2442,13.35333333
2022,2443,10.925
2023,2443,3.9975
2024,2443,3.595
2014,2444,23.155
2015,2444,32.585
2016,2444,27.2875
2017,2444,129.4075
2021,2444,120
2022,2444,18.77
2023,2444,37.77
2024,2444,308.95
2014,2449,11.945
2015,2449,12.1225
2016,2449,11.9625
2017,2449,14.0875
2018,2449,15.63
2019,2449,14.8575
2020,2449,11.6425
2021,2449,11.515
2022,2449,7.47
2023,2449,13.25
2024,2449,23.42333333
2014,2450,26.15
2015,2450,16.26
2016,2450,12.9525
2017,2450,14.905
2018,2450,20.2
2019,2450,20.7725
2020,2450,18.1925
2021,2450,15.8725
2022,2450,12.8725
2023,2450,13.68
2024,2450,15.79333333
2014,2451,11.515
2015,2451,12.3625
2016,2451,13.365
2017,2451,14.54
2018,2451,14.3925
2019,2451,16.5125
2020,2451,20.68
2021,2451,15.2
2022,2451,11.8325
2023,2451,15.1975
2024,2451,16.67666667
2014,2453,15.155
2015,2453,15.54
2016,2453,17.0075
2017,2453,16.35
2018,2453,17.815
2019,2453,14.97
2020,2453,10.985
2021,2453,12.655
2022,2453,10.98
2023,2453,22.745
2024,2453,21.39333333
2014,2454,15.19
2015,2454,15.3075
2016,2454,15.0725
2017,2454,17.2
2018,2454,19.6675
2019,2454,24.79
2020,2454,25.5125
2021,2454,19.5275
2022,2454,9.3725
2023,2454,14.255
2024,2454,23.05666667
2014,2455,16.035
2015,2455,19.7525
2016,2455,22.2425
2017,2455,31.865
2018,2455,42.585
2019,2455,38.95
2020,2455,31.6375
2021,2455,32.7125
2022,2455,21.5575
2023,2455,49.975
2024,2455,46.76666667
2014,2457,33.82
2017,2457,705
2022,2457,207.6
2023,2457,141.13
2024,2457,69.95
2014,2458,13.83
2015,2458,17.365
2016,2458,21.1875
2017,2458,19.415
2018,2458,15.4825
2019,2458,12.595
2020,2458,11.795
2021,2458,11.9075
2022,2458,10.52
2023,2458,16.4875
2024,2458,17.95
2014,2459,11.265
2015,2459,10.44
2016,2459,9.485
2017,2459,10.365
2018,2459,9.71
2019,2459,9.6175
2020,2459,9.8325
2021,2459,11.8125
2022,2459,9.815
2023,2459,10.835
2024,2459,12.77333333
2014,2460,25.49
2015,2460,56.285
2016,2460,220.3533333
2017,2460,118.6066667
2021,2460,76.69
2022,2460,36.03
2014,2461,29.42
2015,2461,16.69
2016,2461,11.1575
2017,2461,12.2475
2018,2461,23.41
2019,2461,121.4
2020,2461,74.14666667
2021,2461,12.22
2022,2461,9.5375
2023,2461,22.8525
2024,2461,47.12666667
2014,2462,18.225
2015,2462,11.7
2016,2462,14.1075
2017,2462,68.5625
2018,2462,237.65
2019,2462,55.725
2020,2462,29.89
2021,2462,34.465
2022,2462,23.62
2023,2462,20.4375
2024,2462,17.74666667
2014,2464,13.48
2015,2464,11.3
2016,2464,14.9175
2017,2464,18.895
2018,2464,11.78
2019,2464,10.82
2020,2464,13.2925
2021,2464,16.71
2022,2464,14.6325
2023,2464,27.0375
2024,2464,73.09333333
2015,2465,92.82
2020,2465,75.85
2021,2465,13.7875
2022,2465,13.6
2016,2466,875
2017,2466,2082.25
2018,2466,2188
2019,2466,325.125
2020,2466,424.575
2021,2466,180.05
2022,2466,62.905
2023,2466,121.5025
2024,2466,1116.25
2014,2467,15.425
2015,2467,59.86
2016,2467,37.16
2017,2467,10.7425
2018,2467,7.875
2019,2467,10.88
2020,2467,11.205
2021,2467,13.4175
2022,2467,10.0875
2023,2467,14.1675
2024,2467,38.33333333
2014,2468,21.665
2015,2468,15.2575
2016,2468,15.2275
2017,2468,19.67
2018,2468,20.235
2019,2468,19.165
2020,2468,23.3675
2021,2468,22.625
2022,2468,20.8575
2023,2468,30.8275
2024,2468,23.25333333
2014,2471,11.865
2015,2471,15.3675
2016,2471,10.455
2017,2471,15.4475
2018,2471,15.215
2019,2471,12.1975
2020,2471,11.5225
2021,2471,11.5775
2022,2471,9.8325
2023,2471,15.8
2024,2471,17.88666667
2014,2472,11.055
2015,2472,10.1575
2016,2472,12.3325
2017,2472,13.08
2018,2472,13.725
2019,2472,11.25
2020,2472,10.215
2021,2472,12.1
2022,2472,7.97
2023,2472,10.325
2024,2472,12.81333333
2014,2474,11.235
2015,2474,11.62
2016,2474,8.1375
2017,2474,11.31
2018,2474,9.5675
2019,2474,10.9125
2020,2474,9.08
2021,2474,10.76
2022,2474,11.9025
2023,2474,13.265
2024,2474,14.12333333
2014,2476,15.03
2015,2476,11.5875
2016,2476,10.0325
2017,2476,11.4725
2018,2476,13.91
2019,2476,13.9825
2020,2476,11.9575
2021,2476,18.115
2022,2476,11.615
2023,2476,14.6375
2024,2476,22.80333333
2015,2477,25.94333333
2016,2477,10.4575
2017,2477,15.505
2018,2477,20.2125
2019,2477,14.36
2020,2477,20.5825
2021,2477,6.8375
2022,2477,14.07
2023,2477,66.14
2024,2477,48.2
2014,2478,26.27
2015,2478,18.2925
2016,2478,17.54
2017,2478,25.46
2018,2478,15.2525
2019,2478,13.0575
2020,2478,18.55
2021,2478,12.205
2022,2478,8.95
2023,2478,15.155
2024,2478,18.03666667
2014,2480,13.98
2015,2480,13.19
2016,2480,12.0825
2017,2480,13.54
2018,2480,11.5875
2019,2480,13.405
2020,2480,13.8
2021,2480,12.815
2022,2480,13.22
2023,2480,15.4875
2024,2480,16.42666667
2014,2481,51.605
2015,2481,16.57
2016,2481,11.07
2017,2481,33
2018,2481,35.86
2019,2481,15.1225
2020,2481,14.82
2021,2481,18.305
2022,2481,13.875
2023,2481,23.22
2024,2481,24.22666667
2015,2482,182.8466667
2016,2482,50.295
2018,2482,183.3
2019,2482,50.2175
2020,2482,58.51
2021,2482,155.9
2022,2482,12.76
2023,2482,20.57
2024,2482,29.52666667
2014,2483,13.57
2015,2483,11.67
2016,2483,10.7425
2017,2483,14.16
2018,2483,13.7975
2019,2483,14.0875
2020,2483,19.3675
2021,2483,20.52
2022,2483,17.4225
2023,2483,41.17
2024,2483,72.44
2014,2484,11.72
2015,2484,11.355
2016,2484,12.3275
2017,2484,16.8675
2018,2484,14.125
2019,2484,19.6975
2020,2484,21.74
2021,2484,16.935
2022,2484,8.8425
2023,2484,13.4025
2024,2484,24.31666667
2014,2485,15.785
2015,2485,15.9425
2016,2485,20.5
2017,2485,108.765
2018,2485,46.635
2019,2485,55.705
2014,2486,18.945
2015,2486,43.21
2021,2486,52.22
2022,2486,31.565
2023,2486,54.945
2024,2486,121.7666667
2014,2488,9.955
2015,2488,9.775
2016,2488,10.0525
2017,2488,10.41
2018,2488,9.88
2019,2488,10.1725
2020,2488,10.6575
2021,2488,15.235
2022,2488,9.29
2023,2488,8.2875
2024,2488,9.83
2014,2489,17.45
2015,2489,10.13
2016,2489,10.3575
2017,2489,31.68
2018,2489,59.21
2019,2489,366.595
2020,2489,24.4325
2021,2489,5.02
2022,2489,6.61
2023,2489,22.41
2024,2489,18.02
2014,2491,2.885
2015,2491,8.21
2016,2491,84.235
2017,2491,43.02
2018,2491,88.435
2019,2491,3.065
2020,2491,3.5075
2021,2491,25.2
2023,2491,31.11
2024,2491,43.51333333
2014,2492,14.6
2015,2492,10.3825
2016,2492,10.27
2017,2492,14.6425
2018,2492,9.295
2019,2492,9.46
2020,2492,13.25
2021,2492,13.135
2022,2492,13.5925
2023,2492,27.1925
2024,2492,23.63333333
2014,2493,8.9
2015,2493,8.6075
2016,2493,9.745
2017,2493,11.235
2018,2493,9.655
2019,2493,12.215
2020,2493,13.32
2021,2493,13.585
2022,2493,9.7325
2023,2493,11.8225
2024,2493,15.08666667
2014,2495,25.265
2015,2495,18.1425
2016,2495,15.5975
2017,2495,24.7425
2018,2495,29.1625
2019,2495,22.1875
2020,2495,1631.636667
2021,2495,69.57
2022,2495,24.07
2023,2495,25.8925
2024,2495,20.98666667
2016,2496,38.2
2017,2496,26.395
2018,2496,14.8075
2019,2496,14.0275
2020,2496,16.1775
2021,2496,17.18
2022,2496,12.81
2023,2496,11.18
2024,2496,12.50666667
2014,2497,13.725
2015,2497,18.6125
2016,2497,109.4125
2019,2497,2275
2021,2497,243.4866667
2022,2497,44.7825
2023,2497,31.3275
2024,2497,26.63
2014,2498,76.11
2018,2498,4.645
2019,2498,13.55
2014,2501,9.225
2015,2501,10.13
2016,2501,8.5425
2017,2501,12.0375
2018,2501,7.465
2019,2501,13.04
2020,2501,15.3675
2021,2501,21.3875
2022,2501,18.5875
2023,2501,10.9175
2024,2501,12.54666667
2014,2504,20.565
2015,2504,254.69
2017,2504,9
2018,2504,12.0725
2019,2504,15.9025
2020,2504,12.265
2021,2504,11.955
2022,2504,8.335
2023,2504,8.5225
2024,2504,14.59
2014,2505,142.75
2015,2505,35.12
2016,2505,335.8375
2017,2505,106.59
2018,2505,1726.37
2019,2505,275.95
2020,2505,5.7525
2021,2505,7.0925
2022,2505,11.3175
2023,2505,20.595
2024,2505,36.24333333
2014,2506,14.005
2015,2506,33.5625
2016,2506,38.54
2017,2506,140.5625
2018,2506,44.0025
2019,2506,63.315
2021,2506,94.40333333
2022,2506,9.68
2023,2506,30.5175
2024,2506,205.75
2015,2509,10.86
2016,2509,15.26
2017,2509,247
2018,2509,10.69
2019,2509,8.1
2020,2509,14.0825
2021,2509,48.23
2014,2511,8.21
2015,2511,7.665
2016,2511,9.86
2017,2511,13.7375
2018,2511,14.19
2019,2511,17.4175
2020,2511,19.8
2021,2511,16.3675
2022,2511,12.6125
2023,2511,21.26
2024,2511,45.78333333
2014,2514,20.695
2015,2514,35.36
2016,2514,29.3725
2017,2514,9.385
2018,2514,98.5175
2019,2514,16.8675
2020,2514,5.3875
2021,2514,6.4775
2022,2514,12.495
2023,2514,9.3975
2024,2514,6.25
2014,2515,22.97
2015,2515,22.755
2016,2515,26.04
2017,2515,41.015
2018,2515,37.815
2019,2515,36.5425
2020,2515,23.4025
2021,2515,7.9425
2022,2515,9.8075
2023,2515,24.645
2024,2515,35.53666667
2014,2516,13.175
2015,2516,12.7225
2016,2516,36.38
2018,2516,21.07
2019,2516,30.775
2021,2516,12.9
2023,2516,18.31
2024,2516,16.39333333
2014,2520,4.71
2015,2520,8.4275
2016,2520,12.715
2017,2520,21.1725
2018,2520,23.72
2019,2520,13.5775
2020,2520,6.1625
2021,2520,5.905
2022,2520,6.0325
2023,2520,7.54
2024,2520,5.17
2014,2524,10.135
2015,2524,19.0025
2016,2524,17.155
2017,2524,13.0875
2018,2524,15.1175
2019,2524,9.92
2020,2524,8.09
2021,2524,8.315
2022,2524,10.005
2023,2524,18.9475
2024,2524,45.69666667
2014,2527,5.74
2015,2527,6.37
2016,2527,30.1075
2017,2527,130.9
2018,2527,34.0325
2019,2527,9.76
2020,2527,9.92
2021,2527,6.4975
2022,2527,9.6675
2023,2527,13.5275
2024,2527,17.7
2014,2528,26.805
2015,2528,245.54
2021,2528,32.33333333
2022,2528,20.355
2023,2528,43.0275
2024,2528,243.7
2015,2530,37.5525
2016,2530,7.805
2017,2530,78.09333333
2018,2530,157
2019,2530,1276
2022,2530,52.8
2023,2530,43.9675
2024,2530,61.48
2015,2534,65.60666667
2016,2534,14.8325
2017,2534,6.8125
2018,2534,7.6525
2019,2534,9.315
2020,2534,12.9475
2021,2534,14.015
2022,2534,7.885
2023,2534,10.9325
2024,2534,40.37666667
2014,2535,8.21
2015,2535,8.73
2016,2535,6.9125
2017,2535,7.59
2018,2535,9.4875
2019,2535,9.38
2020,2535,7.3625
2021,2535,8.6075
2022,2535,8.4825
2023,2535,9.6225
2024,2535,12.68
2014,2536,7.24
2015,2536,5.8225
2016,2536,7.31
2017,2536,8.5875
2018,2536,12.61
2019,2536,13.165
2020,2536,12.32
2021,2536,32.21
2023,2536,166.8975
2024,2536,28.87666667
2014,2537,10.305
2015,2537,5.07
2016,2537,6.1675
2017,2537,24.82333333
2018,2537,181.81
2020,2537,32.645
2021,2537,9.64
2022,2537,15.375
2023,2537,148.27
2024,2537,172.3366667
2014,2538,5.98
2015,2538,4.77
2016,2538,8.706666667
2017,2538,197.515
2018,2538,113.4425
2022,2538,92.47
2023,2538,18.8525
2024,2538,64.245
2014,2539,7.325
2015,2539,7.685
2016,2539,8.89
2017,2539,10.4775
2018,2539,18.1525
2019,2539,12.805
2020,2539,15.515
2021,2539,24.8825
2022,2539,19.155
2023,2539,19.43
2024,2539,34.80666667
2014,2540,53.765
2015,2540,29.7
2016,2540,16.55
2017,2540,66.4675
2018,2540,40.6875
2019,2540,18.89
2020,2540,9.9525
2021,2540,11.0625
2022,2540,29.48
2023,2540,27.0825
2024,2540,33.66333333
2014,2542,4.92
2015,2542,6.5425
2016,2542,7.9325
2017,2542,16.4875
2018,2542,11.34
2019,2542,13.2275
2020,2542,18.795
2021,2542,9.85
2022,2542,12.01
2023,2542,24.7275
2024,2542,42.52
2014,2543,8.015
2015,2543,12.41
2016,2543,20.08
2017,2543,81.09
2019,2543,73.6
2020,2543,53.35
2021,2543,8.49
2022,2543,7.15
2023,2543,8.1475
2024,2543,20.86666667
2014,2545,7.795
2015,2545,31.86
2016,2545,11.05
2017,2545,19.845
2018,2545,16.07
2019,2545,270.8325
2020,2545,12.64
2021,2545,6.1375
2022,2545,6.89
2023,2545,12.53
2024,2545,14.42666667
2014,2546,9.465
2015,2546,11.205
2016,2546,9.485
2017,2546,7.7925
2018,2546,7.4475
2019,2546,9.49
2020,2546,8.56
2021,2546,7.385
2022,2546,6.4175
2023,2546,8.685
2024,2546,12.95
2018,2547,13.8075
2019,2547,11.6425
2020,2547,17.2625
2021,2547,62.9725
2022,2547,126.675
2023,2547,280.3
2014,2548,11.32
2015,2548,8.0825
2016,2548,6.3375
2017,2548,8.42
2018,2548,15.0475
2019,2548,10.71
2020,2548,8.1025
2021,2548,8.655
2022,2548,8.425
2023,2548,7.645
2024,2548,14.04333333
2014,2597,7.545
