year,stockID,per
2018,1604,11.9225
2019,1604,10.0875
2020,1604,5.815
2021,1604,6.48
2022,1604,10.6975
2023,1604,14.4725
2024,1604,13.88
2014,1605,15.59
2015,1605,15.195
2016,1605,10.215
2017,1605,8.5
2018,1605,6.56
2019,1605,9.495
2020,1605,9.3175
2021,1605,7.4
2022,1605,7.595
2023,1605,17.0175
2024,1605,27.59333333
2016,1608,57.675
2017,1608,14.73
2018,1608,28.31
2019,1608,21.05666667
2020,1608,10.05
2021,1608,10.3275
2022,1608,12.24333333
2023,1608,18.515
2024,1608,16.29666667
2014,1609,168.1
2016,1609,109.4
2017,1609,17.865
2018,1609,15.6625
2019,1609,12.9475
2020,1609,11.14
2021,1609,12.96
2022,1609,14.305
2023,1609,12.305
2024,1609,23.53333333
2015,1611,264
2017,1611,10.6
2018,1611,23.8425
2019,1611,9.195
2020,1611,23.855
2021,1611,23.6875
2022,1611,39.165
2023,1611,46.2625
2024,1611,35.56333333
2014,1612,13.475
2015,1612,32.85
2016,1612,37.905
2017,1612,20.07
2018,1612,22.2875
2019,1612,19.2325
2020,1612,10.1025
2021,1612,4.91
2022,1612,7.1775
2023,1612,15.4175
2024,1612,17.27
2014,1614,37.615
2015,1614,28.04
2016,1614,21.7175
2017,1614,25.3975
2018,1614,29.4475
2019,1614,31.84
2020,1614,27.5525
2021,1614,25.2175
2022,1614,29.5725
2023,1614,31.69
2024,1614,35.52666667
2014,1615,15.575
2015,1615,33.1375
2016,1615,18.35
2017,1615,11.7625
2018,1615,10.895
2019,1615,8.635
2020,1615,8.8375
2021,1615,11.0275
2022,1615,10.0575
2023,1615,12.54
2024,1615,19.01
2015,1616,380.69
2016,1616,18.75
2018,1616,74.67
2020,1616,671
2021,1616,34.985
2022,1616,41.2325
2023,1616,15.9775
2024,1616,18.31
2014,1617,24.255
2015,1617,19.2725
2016,1617,13.555
2017,1617,15.7125
2018,1617,11.2575
2019,1617,14.3475
2020,1617,13.9
2021,1617,13.7525
2022,1617,25.8725
2023,1617,106.79
2024,1617,323.7333333
2015,1618,50.8875
2016,1618,27.8025
2017,1618,29.58
2018,1618,84.00666667
2019,1618,92.1575
2020,1618,13.04
2021,1618,15.2275
2022,1618,11.28
2023,1618,14.16
2024,1618,21.13333333
2016,1626,19.93
2017,1626,222.6125
2019,1626,31.395
2020,1626,16.6175
2021,1626,85.6
2022,1626,14.90666667
2023,1626,33.32
2024,1626,293.1
2014,1701,17.78
2015,1701,16.1875
2016,1701,16.7975
2017,1701,17.715
2018,1701,17.1
2019,1701,14.9375
2020,1701,13.7175
2021,1701,12.9675
2022,1701,14.9675
2023,1701,19.66
2024,1701,20.12666667
2014,1702,14.895
2015,1702,16.1525
2016,1702,13.7975
2017,1702,14.5275
2018,1702,13.5425
2019,1702,13.23
2020,1702,11.3625
2021,1702,11.9575
2022,1702,15.7225
2023,1702,14.35
2024,1702,12.06666667
2014,1707,17.645
2015,1707,21.8475
2016,1707,22.965
2017,1707,19.695
2018,1707,22.6475
2019,1707,20.3875
2020,1707,19.3975
2021,1707,18.765
2022,1707,15.3825
2023,1707,16.8
2024,1707,15.63
2014,1708,10.51
2015,1708,12.14
2016,1708,9.8425
2017,1708,11.08
2018,1708,13.895
2019,1708,17.8025
2020,1708,25.4625
2021,1708,17.6575
2022,1708,11.805
2023,1708,18.59
2024,1708,53.50666667
2014,1709,30.405
2015,1709,13.625
2016,1709,9.57
2017,1709,12.3175
2018,1709,18.2675
2019,1709,24.22
2020,1709,15.785
2021,1709,12.16
2022,1709,11.1525
2023,1709,17.435
2024,1709,21.80333333
2014,1710,204.85
2015,1710,441.6
2017,1710,279.62
2018,1710,15.2825
2019,1710,152.1825
2021,1710,34.995
2022,1710,147.36
2023,1710,117.0625
2024,1710,158.8
2014,1711,24.635
2015,1711,20.2725
2016,1711,21.8925
2017,1711,25.8725
2018,1711,24.8925
2019,1711,23.8775
2020,1711,31.825
2021,1711,32.735
2022,1711,27.255
2023,1711,68.825
2024,1711,122.8333333
2014,1712,11.11
2015,1712,12.2125
2016,1712,10.79
2017,1712,10.7725
2018,1712,10.3875
2019,1712,11.6325
2020,1712,11.775
2021,1712,12.2425
2022,1712,10.83
2023,1712,12.4725
2024,1712,17.1
2014,1713,27.175
2015,1713,31.79
2016,1713,26.4675
2017,1713,30.455
2018,1713,28.425
2019,1713,27.0925
2020,1713,30.04
2021,1713,27.075
2022,1713,15.895
2023,1713,15.725
2024,1713,16.33333333
2015,1714,30.41
2016,1714,18.64
2017,1714,24.6925
2018,1714,27.16
2019,1714,132.2625
2020,1714,9.1725
2021,1714,10.9125
2022,1714,19.05
2023,1714,17.465
2024,1714,16.25
2014,1717,14.145
2015,1717,12.26
2016,1717,13.1
2017,1717,16.8125
2018,1717,19.165
2019,1717,15.295
2020,1717,15.16
2021,1717,15.1975
2022,1717,13.5025
2023,1717,19.1775
2024,1717,20.34333333
2014,1718,9.945
2015,1718,14.7225
2016,1718,37.1
2017,1718,68.18
2018,1718,10.8375
2019,1718,23.625
2020,1718,39.09333333
2021,1718,35.78666667
2014,1720,18.24
2015,1720,17.3275
2016,1720,17.525
2017,1720,17.14
2018,1720,16.015
2019,1720,15.6825
2020,1720,14.865
2021,1720,11.295
2022,1720,11.205
2023,1720,13.99
2024,1720,14.50666667
2014,1721,123.65
2015,1721,27.4
2016,1721,14.745
2017,1721,26.1775
2018,1721,80.985
2019,1721,336.3
2020,1721,8.215
2021,1721,15.61666667
2022,1721,70.13
2014,1722,16.95
2015,1722,17.33
2016,1722,45.32333333
2017,1722,55.8275
2018,1722,20.64
2019,1722,21.5675
2020,1722,20.825
2021,1722,21.98
2022,1722,21.3975
2023,1722,17.335
2024,1722,16.35666667
2014,1723,17.555
2015,1723,17.98
2016,1723,23.1825
2017,1723,24.985
2018,1723,24.8275
2019,1723,21.8425
2020,1723,25.6975
2021,1723,28.1375
2022,1723,17.825
2023,1723,17.5725
2024,1723,19.35666667
2014,1725,16.435
2015,1725,13.4175
2016,1725,12.0825
2017,1725,12.34
2018,1725,13.815
2019,1725,13.275
2020,1725,11.395
2021,1725,15.6675
2022,1725,14.615
2023,1725,17.7775
2024,1725,33.48333333
2014,1726,13.2
2015,1726,12.5025
2016,1726,12.3575
2017,1726,14.875
2018,1726,16.585
2019,1726,16.635
2020,1726,14.2575
2021,1726,13.8225
2022,1726,13.755
2023,1726,14.585
2024,1726,15.22666667
2014,1727,17.5
2015,1727,17.135
2016,1727,14.9275
2017,1727,16.4925
2018,1727,16.6775
2019,1727,26.79
2021,1727,36.51666667
2022,1727,23.715
2023,1727,49.7325
2024,1727,112.4833333
2014,1730,13
2015,1730,13.0975
2016,1730,12.665
2017,1730,13.1475
2018,1730,12.2925
2019,1730,14.785
2020,1730,12.5925
2021,1730,14.41
2022,1730,14.2425
2023,1730,15.29
2024,1730,15.69666667
2014,1731,23.93
2015,1731,23.5575
2016,1731,21.24
2017,1731,20.965
2018,1731,22.4825
2019,1731,19.295
2020,1731,13.715
2021,1731,15.3475
2022,1731,15.295
2023,1731,17.1075
2024,1731,19.05
2017,1732,73.24
2018,1732,70.2875
2019,1732,26.7325
2020,1732,33.4075
2021,1732,50.88
2022,1732,158.815
2023,1732,503.6
2024,1732,1342
2014,1733,20.43
2015,1733,17.21
2016,1733,375.5075
2017,1733,81.69
2018,1733,32.97
2019,1733,28.39
2020,1733,24.06
2021,1733,15.4825
2022,1733,13.7525
2023,1733,22.43
2024,1733,29.32
2014,1734,42.825
2015,1734,126.69
2016,1734,278.05
2017,1734,135.7775
2018,1734,226.75
2019,1734,290.8
2020,1734,951.4
2022,1734,70.7125
2023,1734,17.78
2024,1734,15.85333333
2014,1735,15.53
2015,1735,11.385
2016,1735,14.01
2017,1735,22.01
2018,1735,74.5075
2019,1735,24.5275
2020,1735,18.7525
2021,1735,81.2975
2022,1735,69.7975
2023,1735,28.0875
2024,1735,21.60666667
2014,1736,8.43
2015,1736,16.7275
2016,1736,23.0375
2017,1736,43.6825
2018,1736,36.66
2019,1736,21.9525
2020,1736,25.2175
2021,1736,163.79
2022,1736,76.7725
2023,1736,35.9025
2024,1736,26.05333333
2014,1737,23.035
2015,1737,20.7375
2016,1737,18.75
2017,1737,16.5325
2018,1737,14.3325
2019,1737,17.07
2020,1737,17.1975
2021,1737,17.3925
2022,1737,15.9675
2023,1737,19.8
2024,1737,20.01666667
2014,1752,45.1
2015,1752,27.155
2016,1752,19.87
2017,1752,19.5875
2018,1752,27.115
2019,1752,19.955
2020,1752,22.1425
2021,1752,20.2325
2022,1752,14.725
2023,1752,23.435
2024,1752,35.98333333
2018,1760,44.4
2019,1760,44.7525
2020,1760,135.785
2021,1760,94.75
2022,1760,74.4725
2023,1760,97.0675
2024,1760,96.18333333
2014,1762,186.4
2015,1762,15.645
2016,1762,19.745
2017,1762,25.1325
2018,1762,11.4175
2019,1762,15.6875
2020,1762,11.965
2021,1762,11.7625
2022,1762,9.8625
2023,1762,16.3925
2024,1762,22.65
2014,1773,13.035
2015,1773,10.6725
2016,1773,9.7825
2017,1773,12.2575
2018,1773,15.325
2019,1773,14.6475
2020,1773,15.9975
2021,1773,18.49
2022,1773,19.7175
2023,1773,19.5125
2024,1773,24.37
2016,1776,14.1
2017,1776,15.125
2018,1776,37.325
2019,1776,44.51
2020,1776,23.1275
2021,1776,13.9825
2022,1776,28.8425
2023,1776,49.6675
2024,1776,34.1
2017,1783,394.22
2018,1783,49.93
2019,1783,30.3925
2020,1783,25.525
2021,1783,39.56
2022,1783,30.425
2023,1783,31.67
2024,1783,26.1
2015,1786,116.2933333
2016,1786,137.445
2017,1786,224.05
2018,1786,73.8775
2019,1786,36.36
2020,1786,28.5825
2021,1786,31.5275
2022,1786,23.95
2023,1786,32.2175
2024,1786,38.54333333
2014,1789,85.795
2015,1789,55.395
2016,1789,50.2875
2017,1789,58.755
2018,1789,55.3525
2019,1789,70.51
2020,1789,94.315
2021,1789,77.0525
2022,1789,62.785
2023,1789,70.185
2024,1789,60.03
2015,1795,158
2016,1795,343.7
2017,1795,566.7
2018,1795,237.625
2019,1795,69.98
2020,1795,20.8275
2021,1795,19.1425
2022,1795,18.6575
2023,1795,19.3175
2024,1795,19.10333333
2014,1802,415.85
2017,1802,112.7266667
2018,1802,32.69
2019,1802,90.16
2020,1802,34.59666667
2021,1802,10.98
2022,1802,13.38333333
2023,1802,1895
2024,1802,139.1366667
2014,1805,102.28
2015,1805,10.87
2016,1805,218.4
2016,1806,253.875
2017,1806,1095
2021,1806,10.95666667
2022,1806,18.57
2024,1806,156.0566667
2014,1808,7.77
2015,1808,7.18
2016,1808,7.555
2017,1808,14.5075
2018,1808,9.88
2019,1808,17.515
2020,1808,87.3375
2021,1808,25.08
2022,1808,72.5125
2023,1808,9.3275
2024,1808,7.183333333
2014,1809,16.695
2015,1809,21.14
2016,1809,21.79
2017,1809,73.51666667
2021,1809,110.25
2022,1809,38.67
2023,1809,302.3266667
2024,1809,591.65
2014,1810,22.345
2015,1810,22.3475
2016,1810,13.6725
2017,1810,16.6225
2018,1810,48.865
2019,1810,104.2
2020,1810,41.8175
2021,1810,7.1125
2022,1810,15.2925
2023,1810,142.1725
2024,1810,331.6666667
2014,1817,12.74
2015,1817,12.1375
2016,1817,11.4325
2017,1817,11.5725
2018,1817,11.1825
2019,1817,13.14
2020,1817,11.16
2021,1817,11.925
2022,1817,9.73
2023,1817,10.4975
2024,1817,10.96
2021,1903,427.75
2022,1903,93.775
2023,1903,112.94
2024,1903,149.4
2014,1904,18.395
2015,1904,12.995
2016,1904,10.52
2017,1904,12.8275
2018,1904,7.6025
2019,1904,7.7025
2020,1904,9.4075
2021,1904,11.0425
2022,1904,10.49
2023,1904,24.17
2024,1904,35.40666667
2014,1905,448.25
2015,1905,28.565
2016,1905,20.7825
2017,1905,23.0275
2018,1905,22.755
2019,1905,74.1
2021,1905,118.36
2022,1905,42.825
2023,1905,92.29
2014,1906,10.55
2015,1906,11.41
2016,1906,2.895
2017,1906,7.345
2018,1906,6.645
2019,1906,9.6725
2020,1906,20.5975
2021,1906,21.135
2022,1906,8.7975
2023,1906,28.5375
2024,1906,98.08666667
2014,1907,37.295
2015,1907,34.7
2016,1907,70.6425
2017,1907,21.7275
2018,1907,13.3975
2019,1907,10.3775
2020,1907,7.0525
2021,1907,11.72
2022,1907,14.085
2023,1907,27.475
2024,1907,24.75333333
2014,1909,13.9
2015,1909,10.5925
2016,1909,7.185
2017,1909,11.3225
2018,1909,13.7825
2019,1909,26.2375
2020,1909,24.905
2021,1909,19.39
2022,1909,23.765
2014,2002,18.285
2015,2002,27.6375
2016,2002,27.8025
2017,2002,23.17
2018,2002,17.485
2019,2002,28.04
2020,2002,179.61
2021,2002,16.27
2022,2002,15.7525
2023,2002,98.7575
2024,2002,144.4666667
2014,2006,23.25
2015,2006,17.045
2016,2006,13.925
2017,2006,14.9275
2018,2006,19.315
2019,2006,17.395
2020,2006,9.785
2021,2006,10.2125
2022,2006,9.9125
2023,2006,10.1025
2024,2006,11.02
2018,2007,184
2021,2007,1060
2015,2008,29.86
2016,2008,99.43
2021,2008,440.6666667
2022,2008,43.9325
2023,2008,13.97
2024,2008,36.29666667
2014,2009,28.04
2015,2009,245.8
2017,2009,33.77666667
2018,2009,27.4175
2019,2009,93.18
2020,2009,106.495
2021,2009,62.785
2022,2009,40.71
2023,2009,153.6666667
2024,2009,312.0666667
2014,2010,16.32
2015,2010,11.1775
2016,2010,10.5275
2017,2010,15.93
2018,2010,24.01
2019,2010,27.515
2020,2010,17.25
2021,2010,17.0375
2022,2010,13.82
2023,2010,14.62
2024,2010,13.65333333
2014,2012,25.99
2015,2012,26.655
2016,2012,17.125
2017,2012,15.64
2018,2012,14.2175
2019,2012,13.185
2020,2012,18.3
2021,2012,15.5225
2022,2012,11.2475
2023,2012,20.44
2024,2012,20.30666667
2014,2013,21.275
2015,2013,20.7325
2016,2013,40.5325
2017,2013,65.225
2018,2013,63.5525
2019,2013,34.5925
2020,2013,11.785
2021,2013,19.38
2022,2013,23.125
2023,2013,21.9375
2024,2013,20.74
2014,2014,50.7
2016,2014,12.27666667
2017,2014,6.845
2018,2014,6.21
2019,2014,275.0775
2020,2014,46.39
2021,2014,15.3075
2022,2014,21.69666667
2023,2014,236.8
2024,2014,947.1
2014,2015,13.86
2015,2015,11.9225
2016,2015,13.0275
2017,2015,12.9225
2018,2015,12.05
2019,2015,14.355
2020,2015,13.725
2021,2015,13.1275
2022,2015,12.1275
2023,2015,15.2975
2024,2015,17.86333333
2016,2017,21.775
2017,2017,11.4025
2018,2017,13.905
2019,2017,819.865
2020,2017,308.8
2021,2017,20.105
2022,2017,13.5425
2023,2017,1776.33
2024,2017,110.4
2014,2020,15.735
2015,2020,45.65
2016,2020,48.63666667
2017,2020,9.0425
2018,2020,10.8675
2019,2020,9.1375
2020,2020,9.0375
2021,2020,11.1025
2022,2020,13.12
2023,2020,8.3075
2024,2020,6.32
2021,2022,50.72333333
2022,2022,91.82
2023,2022,79.96
2024,2022,58.54
2014,2023,12.42
2015,2023,59.845
2016,2023,12.14
2017,2023,12.83
2018,2023,34.7775
2020,2023,62.025
2021,2023,14.53
2022,2023,18.62
2023,2023,92.35
2014,2024,7.34
2015,2024,12.995
2016,2024,10.0675
2017,2024,8.9575
2018,2024,11.745
2019,2024,35.6325
2020,2024,59.3275
2021,2024,23.395
2022,2024,25.6
2023,2024,88.64
2016,2025,8.09
2017,2025,6.6625
2021,2025,20.44
2022,2025,2.6575
2023,2025,5.185
2024,2025,17.66333333
2014,2027,8.08
2015,2027,23.87333333
2016,2027,67.33333333
2017,2027,18.7775
2018,2027,10.3175
2019,2027,14.2425
2020,2027,180.24
2021,2027,17.3825
2022,2027,6.745
2023,2027,12.0575
2024,2027,17.52
2016,2028,100
2017,2028,7.4025
2018,2028,5.725
2019,2028,10.535
2020,2028,9.3575
2021,2028,11.07
2022,2028,8.9475
2023,2028,15.73
2024,2028,20.51333333
2014,2029,15.5
2015,2029,67.73
2016,2029,13.41
2017,2029,11.715
2018,2029,29.58
2019,2029,114.485
2020,2029,38.945
2021,2029,14.2025
2022,2029,11.46
2023,2029,14.525
2024,2029,13.96666667
2014,2030,8.875
2015,2030,30.1
2016,2030,101.75
2017,2030,8.5875
2018,2030,7.51
2019,2030,10.385
2020,2030,21.51
2021,2030,10.72
2022,2030,7.9425
2023,2030,40.17
2024,2030,67.60333333
2014,2031,21.93
2015,2031,67.69
2016,2031,14.53333333
2017,2031,8.2525
2018,2031,11.7525
2019,2031,34.4125
2020,2031,16.93
2021,2031,9.7975
2022,2031,15.9975
2023,2031,14.655
2024,2031,8.02
2014,2032,26.475
2015,2032,29.1
2016,2032,22.3575
2017,2032,44.735
2018,2032,78.7775
2019,2032,34.715
2020,2032,20.275
2021,2032,23.66
2022,2032,40.09
2023,2032,193.4
2024,2032,76.38
2016,2033,41.6575
2017,2033,24.605
2018,2033,62.1375
2019,2033,29.7675
2020,2033,34.2075
2021,2033,96.22
2022,2033,903.4
2024,2033,367.0666667
2014,2034,9.445
2015,2034,11.34
2016,2034,13.8175
2017,2034,13.0425
2018,2034,12.12
2019,2034,14.8675
2020,2034,20.5225
2021,2034,16.7025
2022,2034,17.475
2023,2034,1857.813333
2016,2038,21.505
2017,2038,54.6875
2020,2038,28.665
2021,2038,20.6075
2022,2038,14.4625
2023,2038,41.2175
2024,2038,71.14
2014,2049,29.185
2015,2049,25.175
2016,2049,28.5525
2017,2049,31.1125
2018,2049,22.135
2019,2049,28.605
2020,2049,48.1275
2021,2049,41.8825
2022,2049,17.6625
2023,2049,28.895
2024,2049,40.55333333
2014,2059,19.745
2015,2059,22.3175
2016,2059,22.1075
2017,2059,35.315
2018,2059,26.625
2019,2059,19.8825
2020,2059,21.995
2021,2059,22.3675
2022,2059,12.645
2023,2059,21.675
2024,2059,30.43666667
2014,2062,13.34
2015,2062,12.7225
2016,2062,9.65
2017,2062,17.935
2018,2062,39.3725
2019,2062,60.57
2020,2062,91.6
2021,2062,44.3875
2022,2062,7.5425
2023,2062,10.7
2024,2062,11.82333333
2016,2069,8.1025
2017,2069,14.45
2018,2069,6.2075
2019,2069,100.755
2020,2069,94.845
2021,2069,11.085
2022,2069,11.215
2023,2069,92.17
2024,2069,105.6
2014,2101,84.125
2015,2101,41.6575
2016,2101,26.355
2017,2101,29.42
2018,2101,68.695
2019,2101,43.9975
2020,2101,35.665
2021,2101,357.8833333
2023,2101,262.5
2024,2101,161.6333333
2014,2102,19.265
2015,2102,14.0175
2016,2102,28.75666667
2020,2102,82.08
2014,2103,25.525
2015,2103,28.12
2016,2103,30.4875
2017,2103,31.4025
2018,2103,24.1775
2019,2103,23.68
2020,2103,49.54666667
2021,2103,14.19
2022,2103,9.7075
2023,2103,20.6425
2024,2103,22.24333333
2014,2104,6.86
2015,2104,11.285
2016,2104,12.19
2017,2104,11.5575
2018,2104,10.79
2019,2104,17.24
2020,2104,23.94
2021,2104,11.8675
2022,2104,15.215
2023,2104,137.995
2014,2105,14.32
2015,2105,14.2825
2016,2105,16.06
2017,2105,24.2875
2018,2105,34.76
2019,2105,39.365
2020,2105,23.395
2021,2105,24.235
2022,2105,22.405
2023,2105,20.9675
2024,2105,20.95666667
2014,2106,13.82
2015,2106,12.1275
2016,2106,13.48
2017,2106,44.56
2018,2106,53.7325
2019,2106,29.97
2020,2106,27.2
2021,2106,35.7475
2022,2106,57.5175
2023,2106,45.7175
2024,2106,22.12333333
2014,2107,4.97
2015,2107,7.43
2016,2107,16.1675
2017,2107,28.8
2018,2107,27.7125
2019,2107,15.92
2020,2107,8.6925
2021,2107,9.9175
2022,2107,9.91
2023,2107,12.8875
2024,2107,14.55333333
2014,2108,29.15
2015,2108,13.44
2016,2108,11.725
2017,2108,13.5975
2018,2108,10.7025
2019,2108,10.9275
2020,2108,7.765
2021,2108,9.4375
2022,2108,8.0575
2023,2108,21.26
2024,2108,29.05666667
2014,2109,9.08
2015,2109,17.555
2016,2109,60.8375
2019,2109,368.3
2020,2109,18.6425
2021,2109,13.64
2022,2109,13.005
2023,2109,10.9675
2024,2109,11.03
2014,2114,15.055
2015,2114,13.29
2016,2114,14.3375
2017,2114,15.405
2018,2114,16.3725
2019,2114,14.985
2020,2114,12.0975
2021,2114,12.45
2022,2114,15.0525
2023,2114,18.9825
2024,2114,17.22333333
2014,2115,18.57
2015,2115,14.04
2016,2115,13.7525
2017,2115,14.4025
2018,2115,12.4625
2019,2115,14.52
2020,2115,8.1175
2021,2115,9.1125
2022,2115,11.5
2023,2115,16.0675
2024,2115,26.17666667
2014,2201,30.46
2015,2201,17.79
2016,2201,21.1325
2017,2201,20.615
2018,2201,14.36
2020,2201,16.75
2021,2201,10.775
2022,2201,2368.425
2023,2201,26.34
2024,2201,14.56
2014,2204,14.64
2015,2204,11.2175
2016,2204,10.44
2017,2204,9.9625
2018,2204,9.515
2019,2204,116.84
2020,2204,13.12333333
2021,2204,10.0025
2022,2204,27.58
2023,2204,17.02
2024,2204,11.17666667
2015,2206,18.215
2016,2206,18.98666667
2017,2206,95.21666667
2018,2206,21.465
2019,2206,10.155
2020,2206,9.86
2021,2206,12.245
2022,2206,10.36
2023,2206,10.785
2024,2206,9.53
2014,2207,26.41
2015,2207,23.6275
2016,2207,18.4775
2017,2207,19.0225
2018,2207,14.6625
2019,2207,24.895
2020,2207,25.87
2021,2207,21.4225
2022,2207,44.59
2023,2207,111.9166667
2024,2207,14.87
2014,2208,28.035
2015,2208,23.59
2016,2208,401.2
2021,2208,1098
2021,2211,18.74333333
2022,2211,11.7225
2023,2211,9.395
2024,2211,14.47666667
2014,2227,14.68
2015,2227,17.185
2016,2227,13.6525
2017,2227,13.0025
2018,2227,11.985
2019,2227,11.845
2020,2227,11.0575
2021,2227,18.9675
2022,2227,24.2575
2023,2227,37.3275
2024,2227,26.58333333
2014,2228,19.035
2015,2228,18.5375
2016,2228,22.8375
2017,2228,18.0125
2018,2228,12.59
2019,2228,13.2375
2020,2228,29.045
2021,2228,31.5675
2022,2228,14.845
2023,2228,14.21
2024,2228,12.37666667
2014,2231,30.97
2015,2231,31.0175
2016,2231,26.6075
2017,2231,29.78
2018,2231,32.3125
2019,2231,30.4675
2020,2231,48.0775
2021,2231,60.81
2022,2231,32.8425
2023,2231,41.465
2024,2231,38.84333333
2014,2233,16.04
2015,2233,14.02
2016,2233,13.3075
2017,2233,13.355
2018,2233,12.36
2019,2233,12.7875
2020,2233,11.46
2021,2233,14.1875
2022,2233,10.9825
2023,2233,12.82
2024,2233,14.57
2015,2236,18.08666667
2016,2236,22.0375
2017,2236,17.5325
2018,2236,12.01
2019,2236,15.8525
2020,2236,21.9825
2021,2236,22.0875
2022,2236,15.6275
2023,2236,25.2375
2024,2236,34.66666667
2016,2239,11.83
2017,2239,13.725
2018,2239,15.0675
2019,2239,14.93
2020,2239,17.73
2021,2239,16.695
2022,2239,28.4175
2023,2239,51.485
2024,2239,26.92666667
2020,2241,672.5
2017,2243,41.14
2018,2243,120.985
2020,2247,17.45
2021,2247,14.9975
2022,2247,12.1975
2023,2247,14.545
2024,2247,13.6
2021,2250,23.29666667
2022,2250,18.945
2023,2250,18.9225
2024,2250,20.31
2014,2301,14.33
2015,2301,11.635
2016,2301,11.9725
2017,2301,23.555
2018,2301,16.475
2019,2301,12.43
2020,2301,10.8975
2021,2301,11.5575
2022,2301,10.3575
2023,2301,16.47
2024,2301,17.19333333
2014,2302,10.445
2015,2302,66.74
2016,2302,105.3325
2017,2302,656
2018,2302,74.57
2019,2302,117.35
2020,2302,34.145
2021,2302,32.805
2022,2302,19.8075
2023,2302,28.085
2024,2302,31.63
2014,2303,14.1
2015,2303,12.4325
2016,2303,14.865
2017,2303,18.7375
2018,2303,22.6725
2019,2303,18.955
2020,2303,13.6525
2021,2303,15.5625
2022,2303,7.0925
2023,2303,8.77
2024,2303,12.04333333
2014,2305,11.16
2015,2305,25.7475
2016,2305,92.16
2017,2305,5.88
2018,2305,8.766666667
2019,2305,694
2020,2305,133.925
2021,2305,134.425
2022,2305,319.125
2023,2305,590.35
2024,2305,191.1666667
2014,2308,22.405
2015,2308,20.805
2016,2308,21.1175
2017,2308,22.0175
2018,2308,17.7975
2019,2308,18.4575
2020,2308,19.4075
2021,2308,27.6125
2022,2308,21.96
2023,2308,25.155
2024,2308,28.84333333
2014,2312,8.475
2015,2312,8.9575
2016,2312,12.665
2017,2312,24.4275
2018,2312,28.7275
2019,2312,31.3275
2020,2312,64.035
2021,2312,591.575
2022,2312,44.175
2023,2312,26.125
2024,2312,31.63
2014,2313,10.72
2015,2313,9.905
2016,2313,9.9875
2017,2313,12.4125
2018,2313,11.09
2019,2313,11.5575
2020,2313,11.1675
2021,2313,9.9825
2022,2313,7.9375
2023,2313,12.2675
2024,2313,18.73333333
2015,2314,115.5
2016,2314,32.515
2017,2314,44.5
2018,2314,62.2225
2019,2314,796.425
2014,2316,12.24
2015,2316,2.82
2016,2316,29.0275
2017,2316,464.5333333
2018,2316,26.5025
2019,2316,14.5
2020,2316,12.8075
2021,2316,11.95
2022,2316,9.7425
2023,2316,8.6275
2024,2316,9.056666667
2014,2317,10.39
2015,2317,9.655
2016,2317,9.28
2017,2317,12.4675
2018,2317,10.025
2019,2317,9.5825
2020,2317,10.6025
2021,2317,12.475
2022,2317,10.27
2023,2317,10.3975
2024,2317,16.80333333
2016,2321,31.13
2017,2321,44.44
2021,2321,55
2022,2321,14.885
2018,2323,137.96
2019,2323,37.3025
2020,2323,60.9925
2021,2323,81.7975
2023,2323,20.73
2024,2323,12.52
2014,2324,13.79
2015,2324,11.73
2016,2324,10.1375
2017,2324,13.7375
2018,2324,10.8325
2019,2324,10.815
2020,2324,9.8325
2021,2324,9.3275
2022,2324,11.2675
2023,2324,18.0725
2024,2324,18.66333333
2014,2327,15.88
2015,2327,13.4375
2016,2327,9.105
2017,2327,14.235
2018,2327,12.7475
2019,2327,11.2075
2020,2327,17.0875
2021,2327,13.6125
2022,2327,8.115
2023,2327,12.555
2024,2327,16.08333333
2014,2328,50.315
2015,2328,29.7975
2016,2328,12.795
2017,2328,16.6925
2018,2328,11.2675
2019,2328,11.1775
2020,2328,13.0775
2021,2328,25.0875
2022,2328,16.23
2023,2328,15.3675
2024,2328,16.08333333
2014,2329,15.855
2015,2329,11.7775
2016,2329,14.495
2017,2329,41.6
2019,2329,52.2325
2020,2329,27.695
2021,2329,33.52
2022,2329,8.59
2023,2329,14.1375
2024,2329,20.03333333
2014,2330,12.82
2015,2330,12.5
2016,2330,13.7725
2017,2330,16.0875
2018,2330,17.73
2019,2330,20.3
2020,2330,21.82
2021,2330,27.2025
2022,2330,15.2
2023,2330,16.005
2024,2330,27.25333333
2014,2331,11.71
2015,2331,12.4775
2016,2331,60.665
2017,2331,49.62
2018,2331,140.6325
2019,2331,196.875
2020,2331,146.1275
2021,2331,204.3
2022,2331,25.1175
2023,2331,16.705
2024,2331,17.14666667
2014,2332,183.75
2018,2332,167.105
2020,2332,21.40666667
2021,2332,26.8575
2022,2332,62.315
2023,2332,33.765
2024,2332,24.46333333
2017,2337,15.845
2018,2337,8.7575
2019,2337,11.895
2020,2337,13.4125
2021,2337,8.635
2022,2337,6.4375
2023,2337,29.16666667
2014,2338,39.74
2015,2338,124.535
2018,2338,624.8125
2019,2338,16.5425
2020,2338,10.3025
2021,2338,18.285
2022,2338,18.86
2023,2338,33.8925
2024,2338,22.56333333
2014,2340,13.445
2015,2340,10.8875
2016,2340,9.2075
2017,2340,13.9325
2018,2340,16.505
2019,2340,16.4175
2020,2340,14.865
2021,2340,20.0825
2022,2340,32.105
2023,2340,59.905
2024,2340,216.8533333
2018,2342,80.59
2019,2342,41.84
2020,2342,46.375
2021,2342,28.645
2022,2342,14.42
