year,stockID,roa
2012,2812,0.68
2011,2812,0.4
2010,2812,0.13
2009,2812,0.01
2008,2812,0.07
2023,2816,6.28
2022,2816,-7.09
2021,2816,3.79
2020,2816,3.97
2019,2816,4.02
2018,2816,3.58
2017,2816,4.18
2016,2816,1.45
2015,2816,1.84
2014,2816,4.18
2013,2816,3.76
2012,2816,1.66
2023,2820,0.6
2022,2820,0.48
2021,2820,0.83
2020,2820,0.76
2019,2820,0.63
2018,2820,0.64
2017,2820,0.64
2016,2820,0.8
2015,2820,0.85
2014,2820,0.77
2013,2820,0.77
2012,2820,0.67
2023,2832,4.48
2022,2832,3.24
2021,2832,1.86
2020,2832,3.57
2019,2832,3.81
2018,2832,3.12
2017,2832,4.78
2016,2832,2.82
2015,2832,6.43
2014,2832,3.94
2013,2832,5.03
2012,2832,4.73
2011,2832,4.17
2010,2832,5.35
2009,2832,5.14
2008,2832,0.81
2023,2834,0.49
2022,2834,0.49
2021,2834,0.27
2020,2834,0.27
2019,2834,0.4
2018,2834,0.48
2017,2834,0.33
2016,2834,0.35
2015,2834,0.36
2014,2834,0.39
2013,2834,0.28
2012,2834,0.29
2023,2836,0.3
2022,2836,0.33
2021,2836,0.32
2020,2836,0.28
2019,2836,0.29
2018,2836,0.18
2017,2836,0.17
2016,2836,0.25
2015,2836,0.22
2014,2836,0.2
2013,2836,0.18
2012,2836,0.21
2011,2836,-0.2
2010,2836,0.06
2009,2836,0.04
2008,2836,-0.57
2023,2838,0.48
2022,2838,0.42
2021,2838,0.56
2020,2838,0.47
2019,2838,0.5
2018,2838,0.49
2017,2838,0.5
2016,2838,0.51
2015,2838,0.63
2014,2838,0.67
2013,2838,0.68
2012,2838,0.65
2011,2838,0.48
2010,2838,0.38
2009,2838,0.08
2008,2838,-0.41
2023,2845,0.54
2022,2845,0.5
2021,2845,0.42
2020,2845,0.38
2019,2845,0.57
2018,2845,0.59
2017,2845,0.5
2016,2845,0.59
2015,2845,0.73
2014,2845,0.73
2013,2845,0.64
2012,2845,0.56
2011,2845,0.55
2010,2845,0.55
2009,2845,0.34
2008,2845,-0.74
2023,2849,0.32
2022,2849,0.31
2021,2849,0.72
2020,2849,0.7
2019,2849,0.67
2018,2849,0.71
2017,2849,0.69
2016,2849,0.34
2015,2849,1
2014,2849,0.94
2013,2849,0.75
2012,2849,1.14
2011,2849,0.62
2010,2849,0.62
2009,2849,0.03
2008,2849,-2.02
2023,2850,6.4
2022,2850,4.56
2021,2850,5.41
2020,2850,4.34
2019,2850,4.56
2018,2850,5.44
2017,2850,4.31
2016,2850,3.54
2015,2850,4.46
2014,2850,3.9
2013,2850,3.91
2012,2850,3.13
2023,2851,4.01
2022,2851,0.51
2021,2851,4.48
2020,2851,3.7
2019,2851,2.89
2018,2851,2.85
2017,2851,3.96
2016,2851,2.29
2015,2851,2.28
2014,2851,2.6
2013,2851,2.25
2012,2851,2.12
2023,2852,3.45
2022,2852,3.24
2021,2852,3.36
2020,2852,0.96
2019,2852,3.68
2018,2852,3.2
2017,2852,3.07
2016,2852,3.3
2015,2852,1.41
2014,2852,3.06
2013,2852,5.23
2012,2852,4.78
2023,2855,2.45
2022,2855,0.69
2021,2855,3.47
2020,2855,3.45
2019,2855,2.86
2018,2855,1.55
2017,2855,3.05
2016,2855,1.07
2015,2855,1.43
2014,2855,2.57
2013,2855,2.45
2012,2855,2.36
2011,2855,1.14
2010,2855,3.59
2009,2855,4.94
2008,2855,-1.11
2023,2867,-0.64
2022,2867,-0.96
2021,2867,0.08
2020,2867,0.12
2019,2867,0.44
2018,2867,-0.03
2017,2867,0.32
2016,2867,0.33
2015,2867,0.34
2014,2867,0.32
2013,2867,0.38
2012,2867,0.26
2023,2880,0.58
2022,2880,0.49
2021,2880,0.52
2020,2880,0.3
2019,2880,0.59
2018,2880,0.56
2017,2880,0.47
2016,2880,0.58
2015,2880,0.61
2014,2880,0.59
2013,2880,0.48
2012,2880,0.44
2011,2880,0.44
2010,2880,0.33
2009,2880,0.25
2008,2880,0.54
2023,2881,0.6
2022,2881,0.45
2021,2881,1.49
2020,2881,1.02
2019,2881,0.73
2018,2881,0.65
2017,2881,0.81
2016,2881,0.79
2015,2881,1.12
2014,2881,1.21
2013,2881,0.88
2012,2881,0.75
2011,2881,0.87
2010,2881,0.64
2009,2881,0.78
2008,2881,0.58
2023,2882,0.41
2022,2882,0.32
2021,2882,1.25
2020,2882,0.72
2019,2882,0.66
2018,2882,0.57
2017,2882,0.67
2016,2882,0.61
2015,2882,0.8
2014,2882,0.76
2013,2882,0.65
2012,2882,0.31
2011,2882,0.23
2010,2882,0.1
2009,2882,0.27
2008,2882,0.05
2023,2883,0.53
2022,2883,0.47
2021,2883,1.37
2020,2883,0.64
2019,2883,0.68
2018,2883,0.5
2017,2883,0.75
2016,2883,0.68
2015,2883,0.96
2014,2883,1.38
2013,2883,1.44
2012,2883,1.7
2011,2883,0.49
2010,2883,2.77
2009,2883,2.53
2008,2883,-2.17
2023,2884,0.61
2022,2884,0.47
2021,2884,0.66
2020,2884,0.66
2019,2884,0.84
2018,2884,0.78
2017,2884,0.74
2016,2884,0.71
2015,2884,0.77
2014,2884,0.72
2013,2884,0.64
2012,2884,0.59
2011,2884,0.31
2010,2884,0.39
2009,2884,0.22
2008,2884,0.13
2023,2885,0.9
2022,2885,0.75
2021,2885,1.29
2020,2885,1
2019,2885,0.94
2018,2885,0.9
2017,2885,0.79
2016,2885,0.77
2015,2885,0.84
2014,2885,1.52
2013,2885,0.96
2012,2885,0.85
2011,2885,1.93
2010,2885,1.4
2009,2885,1.38
2008,2885,0.33
2023,2886,0.78
2022,2886,0.44
2021,2886,0.64
2020,2886,0.66
2019,2886,0.8
2018,2886,0.79
2017,2886,0.75
2016,2886,0.67
2015,2886,0.88
2014,2886,0.95
2013,2886,0.77
2012,2886,0.78
2011,2886,0.69
2010,2886,0.61
2009,2886,0.58
2008,2886,0.01
2023,2887,0.5
2022,2887,0.56
2021,2887,0.86
2020,2887,0.69
2019,2887,0.76
2018,2887,0.75
2017,2887,0.8
2016,2887,0.74
2015,2887,0.91
2014,2887,0.45
2013,2887,0.73
2012,2887,0.63
2011,2887,0.64
2010,2887,0.57
2009,2887,0.45
2008,2887,-0.07
2023,2888,-0.15
2022,2888,0.05
2021,2888,0.5
2020,2888,0.36
2019,2888,0.54
2018,2888,0.3
2017,2888,0.34
2016,2888,0.17
2015,2888,0.24
2014,2888,0.29
2013,2888,0.43
2012,2888,0.48
2011,2888,0.28
2010,2888,0.17
2009,2888,0.12
2008,2888,-1.3
2023,2889,0.69
2022,2889,0.47
2021,2889,1.38
2020,2889,1.24
2019,2889,1.07
2018,2889,0.79
2017,2889,0.97
2016,2889,0.85
2015,2889,0.66
2014,2889,0.82
2013,2889,0.66
2012,2889,0.68
2011,2889,0.66
2010,2889,1.21
2009,2889,1.59
2008,2889,-1.31
2023,2890,0.74
2022,2890,0.64
2021,2890,0.72
2020,2890,0.62
2019,2890,0.73
2018,2890,0.59
2017,2890,0.55
2016,2890,0.51
2015,2890,0.69
2014,2890,0.86
2013,2890,0.76
2012,2890,0.72
2011,2890,0.24
2010,2890,0.43
2009,2890,0.08
2008,2890,-0.33
2023,2891,0.72
2022,2891,0.44
2021,2891,0.79
2020,2891,0.67
2019,2891,0.72
2018,2891,0.65
2017,2891,0.73
2016,2891,0.59
2015,2891,0.86
2014,2891,1.3
2013,2891,0.95
2012,2891,1.03
2011,2891,0.95
2010,2891,0.79
2009,2891,0.14
2008,2891,0.86
2023,2892,0.52
2022,2892,0.52
2021,2892,0.57
2020,2892,0.53
2019,2892,0.63
2018,2892,0.62
2017,2892,0.6
2016,2892,0.69
2015,2892,0.66
2014,2892,0.61
2013,2892,0.5
2012,2892,0.48
2011,2892,0.36
2010,2892,0.35
2009,2892,0.14
2008,2892,0.41
2023,2897,0.57
2022,2897,1.01
2021,2897,0.56
2020,2897,0.41
2019,2897,0.36
2018,2897,0.35
2017,2897,0.4
2016,2897,0.58
2015,2897,0.64
2014,2897,0.67
2013,2897,0.59
2012,2897,0.28
2011,2897,1.26
2010,2897,0.87
2009,2897,0.94
2008,2897,-0.65
2023,2901,2.95
2022,2901,1.7
2021,2901,0.5
2020,2901,1.42
2019,2901,3.28
2018,2901,3.17
2017,2901,3.44
2016,2901,3.16
2015,2901,4.02
2014,2901,3.61
2013,2901,3.68
2012,2901,3.72
2023,2903,3.04
2022,2903,2.1
2021,2903,1.47
2020,2903,1.97
2019,2903,1.84
2018,2903,1.58
2017,2903,1.74
2016,2903,1.41
2015,2903,1.98
2014,2903,1.93
2013,2903,2.64
2012,2903,2.09
2011,2903,2.99
2010,2903,4.05
2009,2903,3.36
2008,2903,1.48
2023,2904,3.16
2022,2904,5.59
2021,2904,4.36
2020,2904,10.4
2019,2904,10
2018,2904,9.62
2017,2904,8.09
2016,2904,9.45
2015,2904,14.8
2014,2904,14.6
2013,2904,13.7
2012,2904,16.2
2011,2904,19.7
2010,2904,3.4
2023,2905,-0.56
2022,2905,-0.86
2021,2905,0.19
2020,2905,0.2
2019,2905,0.56
2018,2905,0.04
2017,2905,0.33
2016,2905,0.39
2015,2905,0.37
2014,2905,0.34
2013,2905,0.28
2012,2905,0.21
2011,2905,0.3
2010,2905,0.61
2009,2905,0.66
2008,2905,0.34
2023,2906,3.16
2022,2906,3.59
2021,2906,3.12
2020,2906,2.29
2019,2906,2.17
2018,2906,2.18
2017,2906,2.24
2016,2906,3.01
2015,2906,2.89
2014,2906,4.64
2013,2906,1.71
2012,2906,1.62
2011,2906,7.13
2010,2906,3.56
2009,2906,1.39
2008,2906,1.05
2023,2908,0.75
2022,2908,1.17
2021,2908,2.15
2020,2908,2.2
2019,2908,0.36
2018,2908,1.71
2017,2908,3.5
2016,2908,2.73
2015,2908,2.68
2014,2908,2.96
2013,2908,2.83
2012,2908,2.28
2011,2908,3.21
2010,2908,2.73
2009,2908,1.02
2008,2908,0.75
2023,2910,3.63
2022,2910,1.64
2021,2910,2.29
2020,2910,1.82
2019,2910,1.73
2018,2910,1.46
2017,2910,0.46
2016,2910,0.65
2015,2910,1.48
2014,2910,3.24
2013,2910,2.04
2012,2910,2.8
2011,2910,3
2010,2910,3.92
2009,2910,3.57
2008,2910,7.18
2023,2911,-12.6
2022,2911,-12.8
2021,2911,-4.79
2020,2911,-6.12
2019,2911,-7.41
2018,2911,-1.82
2017,2911,6.38
2016,2911,-0.16
2015,2911,-0.65
2014,2911,-1.18
2013,2911,-0.74
2012,2911,2.22
2011,2911,4.28
2010,2911,6.09
2009,2911,5.35
2008,2911,3.52
2023,2912,5.16
2022,2912,4.95
2021,2912,4.73
2020,2912,5.61
2019,2912,7.5
2018,2912,8.78
2017,2912,27.5
2016,2912,12.1
2015,2912,10.8
2014,2912,12.1
2013,2912,11.2
2012,2912,8.63
2011,2912,9.98
2010,2912,9.41
2009,2912,6.78
2008,2912,5.95
2023,2913,-1.32
2022,2913,-7.09
2021,2913,-4.55
2020,2913,-0.07
2019,2913,-0.6
2018,2913,-0.18
2017,2913,2.59
2016,2913,1.24
2015,2913,3.21
2014,2913,4
2013,2913,4.62
2012,2913,4.16
2011,2913,1.15
2010,2913,0.79
2009,2913,0.66
2008,2913,0.03
2023,2915,6.94
2022,2915,9.05
2021,2915,10.9
2020,2915,5.94
2019,2915,10.2
2018,2915,21.6
2017,2915,34.9
2016,2915,15.6
2015,2915,14.6
2014,2915,9.85
2013,2915,95.5
2012,2915,9.35
2011,2915,10.7
2010,2915,8.76
2009,2915,5.37
2008,2915,4.74
2023,2923,0.48
2022,2923,0.53
2021,2923,1.03
2020,2923,0.98
2019,2923,6.77
2018,2923,1.39
2017,2923,0.17
2016,2923,2.06
2015,2923,3.04
2014,2923,2.75
2013,2923,3.6
2012,2923,2.14
2011,2923,8.08
2010,2923,1.93
2009,2923,0.54
2023,2929,-1.61
2022,2929,3.12
2021,2929,-14.1
2020,2929,-32.2
2019,2929,13.7
2018,2929,12.1
2017,2929,13.6
2016,2929,12.5
2015,2929,16.2
2014,2929,17.9
2013,2929,20.7
2012,2929,23.3
2011,2929,22.3
2023,2939,-7.99
2022,2939,1.84
2021,2939,-4.14
2020,2939,0.19
2019,2939,12.5
2018,2939,25.3
2017,2939,47.4
2016,2939,49.4
2023,2945,1.42
2022,2945,0.75
2021,2945,3.65
2020,2945,3.6
2019,2945,1.02
2018,2945,5.75
2017,2945,4.09
2016,2945,4.64
2023,3002,0.32
2022,3002,0.66
2021,3002,0.31
2020,3002,2.67
2019,3002,3.26
2018,3002,-1.72
2017,3002,4.16
2016,3002,3.65
2015,3002,2.46
2014,3002,4.6
2013,3002,3.11
2012,3002,3.62
2011,3002,0.73
2010,3002,6.98
2009,3002,12.8
2008,3002,8.28
2023,3003,6.8
2022,3003,11
2021,3003,10.3
2020,3003,5.48
2019,3003,6.69
2018,3003,7.79
2017,3003,8.44
2016,3003,7.01
2015,3003,7.4
2014,3003,8.21
2013,3003,6.66
2012,3003,7.09
2011,3003,5.07
2010,3003,8.53
2009,3003,5.94
2008,3003,3.55
2023,3004,6.37
2022,3004,3.38
2021,3004,-2.22
2020,3004,1.28
2019,3004,7.33
2018,3004,7.06
2017,3004,4.82
2016,3004,7.23
2015,3004,10.2
2014,3004,-2.55
2013,3004,5.34
2012,3004,8.7
2008,3004,-5.95
2023,3005,9.99
2022,3005,7.3
2021,3005,12.2
2020,3005,8.28
2019,3005,8.06
2018,3005,8.97
2017,3005,7.95
2016,3005,9.26
2015,3005,5.99
2014,3005,3.67
2013,3005,2.28
2012,3005,2.06
2011,3005,2.37
2010,3005,3.61
2009,3005,6.75
2008,3005,6.43
2023,3006,-6.39
2022,3006,5.52
2021,3006,30.3
2020,3006,9.24
2019,3006,4.87
2018,3006,7.2
2017,3006,9.16
2016,3006,6.51
2015,3006,5.08
2014,3006,12.3
2013,3006,9.39
2012,3006,-3.79
2011,3006,-3.22
2010,3006,5.33
2009,3006,2.07
2008,3006,0.38
2023,3008,9.42
2022,3008,12.6
2021,3008,10.8
2020,3008,15.1
2019,3008,19.7
2018,3008,19.6
2017,3008,24.4
2016,3008,25.1
2015,3008,33.3
2014,3008,39
2013,3008,27.5
2012,3008,19.9
2011,3008,23.7
2010,3008,23.3
2009,3008,17
2008,3008,26.1
2023,3010,4.66
2022,3010,5.74
2021,3010,7.35
2020,3010,5.59
2019,3010,4.71
2018,3010,5.03
2017,3010,5.89
2016,3010,4.44
2015,3010,4.63
2014,3010,5.53
2013,3010,5.7
2012,3010,5.33
2011,3010,5.58
2010,3010,9.05
2009,3010,5.79
2008,3010,5.33
2023,3011,-7.87
2022,3011,-0.72
2021,3011,3.46
2020,3011,-5.01
2019,3011,-4.73
2018,3011,-1.78
2017,3011,-5.4
2016,3011,0.14
2015,3011,-4.8
2014,3011,-3.05
2013,3011,-3.96
2012,3011,0.19
2011,3011,0.55
2010,3011,-0.54
2009,3011,-1.68
2008,3011,-2.02
2023,3013,3.72
2022,3013,3.08
2021,3013,-1.89
2020,3013,1.62
2019,3013,3.12
2018,3013,2.99
2017,3013,5.65
2016,3013,6.73
2015,3013,2.02
2014,3013,3.7
2013,3013,2.59
2012,3013,1.01
2011,3013,-1.75
2010,3013,4.4
2009,3013,0.69
2008,3013,2.04
2023,3014,21.3
2022,3014,15.9
2021,3014,23.9
2020,3014,15.8
2019,3014,10.4
2018,3014,9.89
2017,3014,8.06
2016,3014,7.8
2015,3014,7.35
2014,3014,8.17
2013,3014,4.75
2012,3014,4.73
2011,3014,-39.8
2010,3014,4.32
2009,3014,7.16
2008,3014,9.02
2023,3015,3.06
2022,3015,3.72
2021,3015,4.04
2020,3015,4.05
2019,3015,0.98
2018,3015,0.66
2017,3015,2.25
2016,3015,2.24
2015,3015,2.6
2014,3015,3.02
2013,3015,4.04
2012,3015,4.82
2011,3015,5.22
2010,3015,7.45
2009,3015,8.29
2008,3015,6.07
2023,3016,2.27
2022,3016,9.54
2021,3016,6.05
2020,3016,0.43
2019,3016,0.17
2018,3016,7.96
2017,3016,4.35
2016,3016,0.72
2015,3016,1.41
2014,3016,1.26
2013,3016,-1.88
2012,3016,-3.28
2011,3016,1.02
2010,3016,5.98
2009,3016,-6.02
2008,3016,-3.24
2023,3017,8.8
2022,3017,8.3
2021,3017,7.17
2020,3017,5.35
2019,3017,2.95
2018,3017,2.49
2017,3017,3.36
2016,3017,3.45
2015,3017,2.95
2014,3017,3.27
2013,3017,1.22
2012,3017,-0.35
2011,3017,4.03
2010,3017,7.49
2009,3017,6.45
2008,3017,3.78
2023,3018,-10.1
2022,3018,-16.6
2021,3018,-19.1
2020,3018,-4.17
2019,3018,-14.8
2018,3018,-9.54
2017,3018,3.19
2016,3018,1.04
2015,3018,-4.16
2014,3018,2.97
2013,3018,-1.03
2012,3018,-1.68
2011,3018,6.05
2010,3018,5.12
2009,3018,3.94
2008,3018,0.89
2023,3019,5.26
2022,3019,6.25
2021,3019,8.76
2020,3019,3.04
2019,3019,6.62
2018,3019,7.23
2017,3019,4.53
2016,3019,4.44
2015,3019,1.18
2014,3019,-0.87
2013,3019,-3.43
2012,3019,-1.26
2011,3019,-8.3
2010,3019,-3.51
2009,3019,-1.53
2008,3019,4.79
2023,3021,4.28
2022,3021,6.28
2021,3021,4.75
2020,3021,3.73
2019,3021,5.81
2018,3021,5.79
2017,3021,5.51
2016,3021,5.34
2015,3021,4.49
2014,3021,4.76
2013,3021,3.05
2012,3021,4.08
2011,3021,7.82
2010,3021,4.17
2009,3021,0.26
2008,3021,0.32
2023,3022,9.98
2022,3022,11.9
2021,3022,7.71
2020,3022,9.8
2019,3022,6.65
2018,3022,8.1
2017,3022,8.02
2016,3022,11.5
2015,3022,8.48
2014,3022,9.12
2013,3022,8.27
2012,3022,9.94
2011,3022,15.1
2010,3022,11.1
2009,3022,6.44
2008,3022,12.9
2023,3023,9.73
2022,3023,10.1
2021,3023,9.79
2020,3023,10.7
2019,3023,10.7
2018,3023,10.3
2017,3023,10.4
2016,3023,10.5
2015,3023,8.83
2014,3023,7.8
2013,3023,6.66
2012,3023,5.5
2011,3023,5.79
2010,3023,5.25
2009,3023,2.25
2008,3023,0.3
2023,3024,2.23
2022,3024,2.04
2021,3024,5.19
2020,3024,1.16
2019,3024,1.25
2018,3024,3.76
2017,3024,0.73
2016,3024,15.1
2015,3024,-6.85
2014,3024,-4.96
2013,3024,-8.4
2012,3024,-1.56
2011,3024,-1.51
2010,3024,2.53
2009,3024,-0.76
2008,3024,-0.21
2023,3025,16.9
2022,3025,6.51
2021,3025,3.2
2020,3025,7.53
2019,3025,5.12
2018,3025,0.1
2017,3025,1.52
2016,3025,2.9
2015,3025,-1.75
2014,3025,1.21
2013,3025,3.93
2012,3025,4.94
2011,3025,-4.22
2010,3025,3.93
2009,3025,4.57
2008,3025,3.52
2023,3026,4.23
2022,3026,6.97
2021,3026,11.9
2020,3026,8.55
2019,3026,4.61
2018,3026,20.2
2017,3026,6.08
2016,3026,2.76
2015,3026,3.7
2014,3026,5.77
2013,3026,4.46
2012,3026,4.38
2011,3026,5.25
2010,3026,5.98
2009,3026,7.51
2008,3026,5.02
2023,3027,3.24
2022,3027,1.73
2021,3027,1.41
2020,3027,1.51
2019,3027,-0.79
2018,3027,7.61
2017,3027,-9.81
2016,3027,0.89
2015,3027,1.55
2014,3027,1.51
2013,3027,1.7
2012,3027,1.78
2011,3027,0.69
2010,3027,0.52
2009,3027,4.39
2008,3027,0.54
2023,3028,2.13
2022,3028,3.28
2021,3028,4.27
2020,3028,2.82
2019,3028,1.49
2018,3028,2.58
2017,3028,3.12
2016,3028,2.28
2015,3028,2.52
2014,3028,2.7
2013,3028,1.85
2012,3028,2.71
2011,3028,4.48
2010,3028,3.82
2009,3028,3.22
2008,3028,2.23
2023,3029,8.76
2022,3029,7.81
2021,3029,8.16
2020,3029,8.23
2019,3029,7.26
2018,3029,6.29
2017,3029,5.51
2016,3029,6.74
2015,3029,5.49
2014,3029,3.51
2013,3029,3.05
2012,3029,3.29
2011,3029,2.18
2023,3030,11.1
2022,3030,22.4
2021,3030,15.8
2020,3030,16.1
2019,3030,14.4
2018,3030,17
2017,3030,10.1
2016,3030,6.91
2015,3030,14.8
2014,3030,19.4
2013,3030,12.6
2012,3030,24.3
2011,3030,19.9
2010,3030,21.9
2009,3030,5.41
2008,3030,13.8
2023,3031,4.99
2022,3031,5.4
2021,3031,7.08
2020,3031,3.8
2019,3031,6.79
2018,3031,2.53
2017,3031,5.09
2016,3031,4.06
2015,3031,-1.89
2014,3031,0.42
2013,3031,-0.41
2012,3031,-7.23
2011,3031,2.05
2010,3031,5.49
2009,3031,4.93
2008,3031,6.72
2023,3032,9.25
2022,3032,6.43
2021,3032,4.4
2020,3032,6.32
2019,3032,4.3
2018,3032,5.76
2017,3032,4.04
2016,3032,8.54
2015,3032,8.4
2014,3032,7.72
2013,3032,1.6
2012,3032,0.22
2011,3032,0.72
2010,3032,5.7
2009,3032,5.06
2008,3032,3.34
2023,3033,2.19
2022,3033,5.59
2021,3033,6.83
2020,3033,3.02
2019,3033,1.06
2018,3033,2.67
2017,3033,3.07
2016,3033,2.16
2015,3033,2.94
2014,3033,3.3
2013,3033,4.01
2012,3033,3.49
2011,3033,5.32
2010,3033,6.51
2009,3033,4.85
2008,3033,2.51
2023,3034,22.8
2022,3034,25.3
2021,3034,43.5
2020,3034,22.5
2019,3034,16.7
2018,3034,14.4
2017,3034,12.2
2016,3034,12.1
2015,3034,14.7
2014,3034,17
2013,3034,12.2
2012,3034,11.8
2011,3034,10
2010,3034,13.1
2009,3034,13.7
2008,3034,13.4
2023,3035,11.6
2022,3035,19.7
2021,3035,12.8
2020,3035,3.22
2019,3035,4.63
2018,3035,3.8
2017,3035,12.6
2016,3035,4.24
2015,3035,5.99
2014,3035,7.95
2013,3035,9.3
2012,3035,12.8
2011,3035,1.47
2010,3035,10.5
2009,3035,10.1
2008,3035,9.09
2023,3036,1.71
2022,3036,4.07
2021,3036,5.16
2020,3036,3.27
2019,3036,2.59
2018,3036,3.29
2017,3036,3.69
2016,3036,3.13
2015,3036,4.43
2014,3036,4.78
2013,3036,3.94
2012,3036,3.89
2011,3036,6.65
2010,3036,7.68
2009,3036,3.49
2008,3036,1.86
2023,3037,5.63
2022,3037,16.1
2021,3037,9.18
2020,3037,4.53
2019,3037,3.05
2018,3037,1.75
2017,3037,0.69
2016,3037,0.26
2015,3037,0.03
2014,3037,0.36
2013,3037,0.95
2012,3037,3.26
2011,3037,5.35
2010,3037,8.29
2009,3037,5.01
2008,3037,4.06
2023,3038,9.92
2022,3038,10.7
2021,3038,6.57
2020,3038,6.43
2019,3038,7.31
2018,3038,3.24
2017,3038,1.59
2016,3038,5.21
2015,3038,7.29
2014,3038,4.7
2013,3038,1.39
2012,3038,-3.05
2011,3038,0.05
2010,3038,-1.86
2009,3038,-11.6
2008,3038,-4.81
2023,3040,4
2022,3040,6
2021,3040,6.93
2020,3040,24.5
2019,3040,5.72
2018,3040,4.57
2017,3040,37.6
2016,3040,8.98
2015,3040,7.03
2014,3040,30
2013,3040,1.77
2012,3040,3.1
2011,3040,1.53
2010,3040,1.59
2009,3040,2.45
2008,3040,5.95
2023,3041,-53.6
2022,3041,0.44
2021,3041,-2.35
2020,3041,-6.19
2019,3041,-7.52
2018,3041,-15.7
2017,3041,-8.52
2016,3041,-9.31
2015,3041,-1.28
2014,3041,3.76
2013,3041,12.5
2012,3041,11.3
2011,3041,9.64
2010,3041,13.7
2009,3041,15.8
2008,3041,4.02
2023,3042,8.86
2022,3042,13.8
2021,3042,16.7
2020,3042,9.54
2019,3042,5.18
2018,3042,4.96
2017,3042,6.73
2016,3042,6.66
2015,3042,6.43
2014,3042,7.48
2013,3042,7.19
2012,3042,9.21
2011,3042,9.13
2010,3042,11.6
2009,3042,8.56
2008,3042,11.5
2023,3043,-0.05
2022,3043,7.59
2021,3043,-0.27
2020,3043,-3.96
2019,3043,6.26
2018,3043,-0.15
2017,3043,-4.34
2016,3043,-5.73
2015,3043,-4.24
2014,3043,-9.12
2013,3043,-20.5
2012,3043,-25.1
2011,3043,-22.6
2010,3043,11.2
2009,3043,-2.9
2008,3043,0.06
2023,3044,7.93
2022,3044,7.69
2021,3044,7.32
2020,3044,8.34
2019,3044,8.44
2018,3044,6.97
2017,3044,6.54
2016,3044,5.68
2015,3044,4.66
2014,3044,4.91
2013,3044,4.99
2012,3044,6.42
2011,3044,9.56
2010,3044,12.4
2009,3044,8.78
2008,3044,8.66
2023,3045,6.58
2022,3045,6.75
2021,3045,6.83
2020,3045,7.32
2019,3045,8.81
2018,3045,9.59
2017,3045,9.77
2016,3045,10.4
2015,3045,10.4
2014,3045,10.7
2013,3045,13.3
2012,3045,17.2
2011,3045,15.4
2010,3045,16.1
2009,3045,15.6
2008,3045,16.2
2023,3046,10
2022,3046,11.4
2021,3046,8.28
2020,3046,-4.35
2019,3046,-11.6
2018,3046,-0.73
2017,3046,-7.91
2016,3046,-22.3
2015,3046,-9.37
2014,3046,-16
2013,3046,-8.5
2012,3046,-1.46
2011,3046,1.78
2010,3046,1.59
2009,3046,1.97
2008,3046,1.85
2023,3047,-3.71
2022,3047,3.45
2021,3047,-0.96
2020,3047,3.22
2019,3047,2.28
2018,3047,1.82
2017,3047,-2.15
2016,3047,1.59
2015,3047,3.01
2014,3047,3.17
2013,3047,2.98
2012,3047,5.42
2011,3047,-7.56
2010,3047,2.44
2009,3047,1.23
2008,3047,2.89
2023,3048,0.02
2022,3048,2.82
2021,3048,4.53
2020,3048,3.3
2019,3048,2.03
2018,3048,1.52
2017,3048,2.39
2016,3048,1.68
2015,3048,3.12
2014,3048,4.05
2013,3048,2.78
2012,3048,2.42
2011,3048,1.06
2010,3048,4.13
2009,3048,2.51
2008,3048,0.12
2023,3049,-6.55
2022,3049,0.18
2021,3049,6.16
2020,3049,2.09
2019,3049,5.88
2018,3049,1.05
2017,3049,0.79
2016,3049,-2.96
2015,3049,0.76
2014,3049,2.82
2013,3049,1.27
2012,3049,-9.56
2011,3049,-9.53
2010,3049,-2.09
2009,3049,-13
2008,3049,2.28
2023,3050,1.78
2022,3050,2.35
2021,3050,2.9
2020,3050,2.57
2019,3050,2.42
2018,3050,1.65
2017,3050,4.32
2016,3050,2.9
2015,3050,4.92
2014,3050,-2.35
2013,3050,-1.96
2012,3050,0.12
2011,3050,-3.63
2010,3050,2.27
2009,3050,-0.96
2008,3050,-12.8
2023,3051,4.03
2022,3051,9.61
2021,3051,11.9
2020,3051,0.19
2019,3051,-1.92
2018,3051,-1.17
2017,3051,-2.22
2016,3051,-2.59
2015,3051,2.71
2014,3051,4.75
2013,3051,4.75
2012,3051,0.85
2011,3051,-8.61
2010,3051,-10.4
2009,3051,-9.8
2008,3051,-18.3
2023,3052,2.44
2022,3052,2.38
2021,3052,1.35
2020,3052,4.11
2019,3052,1.88
2018,3052,-1.36
2017,3052,2.28
2016,3052,0.61
2015,3052,1.8
2014,3052,2.53
2013,3052,16.7
2012,3052,-0.64
2011,3052,2.56
2010,3052,2.93
2009,3052,8.2
2008,3052,4.16
2023,3054,0.62
2022,3054,-13.8
2021,3054,4.67
2020,3054,-1.27
2019,3054,0.25
2018,3054,0.07
2017,3054,4.9
2016,3054,3.7
2015,3054,-5.79
2014,3054,0.75
2013,3054,16
2012,3054,-4.32
2011,3054,3.16
2010,3054,10.4
2009,3054,8.62
2008,3054,3.36
2023,3055,-1.44
2022,3055,4.91
2021,3055,-5.8
2020,3055,-0.65
2019,3055,0.33
2018,3055,2.4
2017,3055,0.99
2016,3055,3.27
2015,3055,15.3
2014,3055,8.76
2013,3055,-14.8
2012,3055,1.71
2011,3055,2.44
2010,3055,8.36
2009,3055,4.77
2008,3055,4.04
2023,3056,1.42
