year,stockID,roa
2021,2009,5.9
2020,2009,1.4
2019,2009,-1.9
2018,2009,1.52
2017,2009,4.84
2016,2009,-3.29
2015,2009,-6.47
2014,2009,2.25
2013,2009,0.46
2012,2009,0.92
2023,2010,4.33
2022,2010,2.79
2021,2010,6.01
2020,2010,2.94
2019,2010,1.33
2018,2010,1.39
2017,2010,2.42
2016,2010,4.1
2015,2010,3.97
2014,2010,2.33
2013,2010,2.54
2012,2010,1.93
2011,2010,2.74
2010,2010,4.97
2009,2010,2.05
2008,2010,1.6
2023,2012,2.91
2022,2012,5.24
2021,2012,7.46
2020,2012,2.42
2019,2012,4.93
2018,2012,5.35
2017,2012,2.99
2016,2012,2.92
2015,2012,2.01
2014,2012,1.74
2013,2012,1.96
2012,2012,-0.97
2011,2012,3.31
2010,2012,1.14
2009,2012,-7.04
2008,2012,2.92
2023,2013,3.85
2022,2013,3.51
2021,2013,3.45
2020,2013,4.33
2019,2013,1.01
2018,2013,0.75
2017,2013,0.37
2016,2013,0.48
2015,2013,1.21
2014,2013,1.85
2013,2013,3.2
2012,2013,4.72
2011,2013,4.89
2010,2013,3.76
2009,2013,2.23
2008,2013,2.06
2023,2014,0.46
2022,2014,-2.67
2021,2014,19.7
2020,2014,1.84
2019,2014,0.03
2018,2014,9.36
2017,2014,8.35
2016,2014,6.21
2015,2014,-3.54
2014,2014,0.6
2013,2014,0.39
2012,2014,-9.41
2011,2014,-6.68
2010,2014,4.48
2009,2014,1.54
2008,2014,-10.9
2023,2015,9.01
2022,2015,11.7
2021,2015,16.2
2020,2015,11.8
2019,2015,8.87
2018,2015,13.5
2017,2015,13.5
2016,2015,9.39
2015,2015,10.4
2014,2015,8.58
2013,2015,7.3
2012,2015,7.26
2011,2015,11.3
2010,2015,10.5
2023,2017,-1.9
2022,2017,2.7
2021,2017,6.07
2020,2017,0.74
2019,2017,-1.8
2018,2017,1.76
2017,2017,4.62
2016,2017,3.61
2015,2017,-0.86
2014,2017,-0.5
2013,2017,-0.23
2012,2017,-3.71
2011,2017,3.09
2010,2017,5.99
2009,2017,0.51
2008,2017,-8.42
2023,2020,14.4
2022,2020,3.44
2021,2020,10.4
2020,2020,6
2019,2020,7.24
2018,2020,5.32
2017,2020,6.51
2016,2020,7.55
2015,2020,-7.96
2014,2020,4.1
2013,2020,2.75
2012,2020,2.08
2011,2020,-6.19
2010,2020,7.17
2009,2020,0.55
2008,2020,-3.7
2023,2022,2.24
2022,2022,-0.8
2021,2022,5.62
2020,2022,-2.58
2019,2022,-8.15
2018,2022,0.05
2017,2022,-0.06
2016,2022,-0.3
2015,2022,-4.89
2014,2022,0.11
2013,2022,-3.18
2012,2022,-3.42
2011,2022,1.13
2010,2022,3.22
2009,2022,-13.1
2008,2022,-1.12
2023,2023,-1.57
2022,2023,0.55
2021,2023,5.83
2020,2023,0.62
2019,2023,-1.99
2018,2023,0.3
2017,2023,1.59
2016,2023,3
2015,2023,-2.18
2014,2023,1.37
2013,2023,0.55
2012,2023,-2.07
2011,2023,0.94
2010,2023,0.72
2009,2023,0.31
2008,2023,1.68
2023,2024,-2.71
2022,2024,2.24
2021,2024,7.29
2020,2024,1.32
2019,2024,0.77
2018,2024,3.33
2017,2024,4.81
2016,2024,4.79
2015,2024,1.59
2014,2024,5.58
2013,2024,1.83
2012,2024,-3.89
2011,2024,4.51
2010,2024,6.2
2009,2024,-11.8
2008,2024,1.58
2023,2025,13.7
2022,2025,45
2021,2025,14.9
2020,2025,-11.4
2019,2025,-8.76
2018,2025,-23.7
2017,2025,6.98
2016,2025,3.81
2015,2025,-16.5
2014,2025,-3.25
2013,2025,-11.6
2012,2025,-14.3
2011,2025,-11
2010,2025,2.86
2009,2025,0.44
2008,2025,-20.1
2023,2027,4.84
2022,2027,11.3
2021,2027,11.2
2020,2027,-0.1
2019,2027,2.39
2018,2027,8.66
2017,2027,2.8
2016,2027,1.45
2015,2027,-0.36
2014,2027,5.08
2013,2027,0.87
2012,2027,1.3
2011,2027,1.7
2010,2027,2.46
2009,2027,1.22
2008,2027,-11.2
2023,2028,4.9
2022,2028,8.88
2021,2028,22
2020,2028,9.52
2019,2028,3.04
2018,2028,7.73
2017,2028,9.94
2016,2028,0.21
2015,2028,-19
2014,2028,-8.92
2013,2028,-5.1
2012,2028,-0.6
2009,2028,4.25
2008,2028,-7.91
2023,2029,5.86
2022,2029,4.43
2021,2029,11.7
2020,2029,2.58
2019,2029,0.31
2018,2029,0.97
2017,2029,7.01
2016,2029,12.6
2015,2029,-0.91
2014,2029,4.15
2013,2029,5.2
2012,2029,1.66
2011,2029,5.02
2010,2029,1.18
2009,2029,0.06
2008,2029,6.75
2023,2030,0.42
2022,2030,5.56
2021,2030,9.23
2020,2030,0.97
2019,2030,2.54
2018,2030,5.18
2017,2030,5.13
2016,2030,2.81
2015,2030,-2.56
2014,2030,3.45
2013,2030,0.34
2012,2030,-2.99
2011,2030,-2.25
2010,2030,3.84
2009,2030,1.82
2008,2030,-8.31
2023,2031,6.56
2022,2031,1.66
2021,2031,12.1
2020,2031,4.7
2019,2031,0.71
2018,2031,6.43
2017,2031,8.34
2016,2031,6.63
2015,2031,-3.44
2014,2031,1.75
2013,2031,2.69
2012,2031,-1.79
2011,2031,1.5
2010,2031,6.05
2009,2031,-2.1
2008,2031,4.05
2023,2032,-1.09
2022,2032,1.84
2021,2032,7.74
2020,2032,3.73
2019,2032,2.39
2018,2032,0.83
2017,2032,0.76
2016,2032,3.62
2015,2032,1.68
2014,2032,2.79
2013,2032,1.95
2012,2032,0.56
2023,2033,-0.24
2022,2033,-0.97
2021,2033,1.17
2020,2033,1.63
2019,2033,2.95
2018,2033,1
2017,2033,1.97
2016,2033,3.6
2015,2033,-0.29
2014,2033,-1.24
2013,2033,-1.52
2012,2033,3.03
2023,2034,-0.89
2022,2034,2.68
2021,2034,7.8
2020,2034,3.34
2019,2034,5.24
2018,2034,7.69
2017,2034,6.93
2016,2034,7.31
2015,2034,4.93
2014,2034,8.51
2013,2034,5.78
2012,2034,2.94
2011,2034,3.95
2010,2034,5.3
2009,2034,2.53
2008,2034,0.38
2023,2038,0.32
2022,2038,2
2021,2038,5.13
2020,2038,1.85
2019,2038,-3.21
2018,2038,-2.51
2017,2038,-0.15
2016,2038,3.4
2015,2038,-2.81
2014,2038,-1.93
2013,2038,-0.78
2012,2038,0.88
2011,2038,4.06
2023,2049,3.54
2022,2049,8.36
2021,2049,6.37
2020,2049,3.53
2019,2049,3.38
2018,2049,11.3
2017,2049,6.38
2016,2049,2.92
2015,2049,4.42
2014,2049,7.83
2013,2049,7.23
2012,2049,8.43
2011,2049,22.1
2010,2049,14.1
2009,2049,2.75
2008,2049,8.36
2023,2059,13.6
2022,2059,23.4
2021,2059,14.4
2020,2059,8.93
2019,2059,13
2018,2059,16.8
2017,2059,9.18
2016,2059,16.4
2015,2059,21.8
2014,2059,23.2
2013,2059,20.6
2012,2059,17.4
2011,2059,16
2010,2059,13.3
2009,2059,13.9
2008,2059,20.3
2023,2062,2.5
2022,2062,5.56
2021,2062,3.25
2020,2062,-0.63
2019,2062,0.56
2018,2062,0.86
2017,2062,1.75
2016,2062,6.89
2015,2062,6.9
2014,2062,7.69
2013,2062,13.2
2012,2062,5.41
2011,2062,7.48
2010,2062,13.6
2009,2062,8.27
2008,2062,5.54
2023,2069,-1.69
2022,2069,1.91
2021,2069,7.57
2020,2069,0.49
2019,2069,0.1
2018,2069,10.9
2017,2069,3.08
2016,2069,5.24
2015,2069,1.18
2014,2069,2.38
2023,2101,0.34
2022,2101,-2.74
2021,2101,-0.7
2020,2101,2.83
2019,2101,4.45
2018,2101,0.78
2017,2101,2.72
2016,2101,4.46
2015,2101,3.7
2014,2101,1.63
2013,2101,2.22
2012,2101,1.16
2011,2101,6.81
2010,2101,3.57
2009,2101,7.74
2008,2101,-3.7
2023,2102,-14.5
2022,2102,-12.6
2021,2102,-18
2020,2102,0.79
2019,2102,-4.82
2018,2102,-8.28
2017,2102,-4.72
2016,2102,-0.07
2015,2102,4.31
2014,2102,3.35
2013,2102,4.97
2012,2102,3.46
2011,2102,4.11
2010,2102,3.09
2009,2102,5.91
2008,2102,-1.7
2023,2103,2.59
2022,2103,6.12
2021,2103,14.4
2020,2103,0.7
2019,2103,2.6
2018,2103,4.17
2017,2103,2.89
2016,2103,3.66
2015,2103,1.9
2014,2103,3.74
2013,2103,4.98
2012,2103,8.47
2011,2103,23.5
2010,2103,17.2
2009,2103,12.6
2008,2103,14.5
2023,2104,-0.94
2022,2104,1.14
2021,2104,6.37
2020,2104,1.33
2019,2104,2.3
2018,2104,7.54
2017,2104,6.84
2016,2104,4.71
2015,2104,2.34
2014,2104,7.92
2013,2104,2.16
2012,2104,4.85
2011,2104,2.07
2010,2104,1.9
2009,2104,2.34
2008,2104,2.08
2023,2105,5.01
2022,2105,3.38
2021,2105,3.52
2020,2105,3.81
2019,2105,2.08
2018,2105,2.02
2017,2105,3.23
2016,2105,7.99
2015,2105,7.65
2014,2105,9.7
2013,2105,11.9
2012,2105,10.9
2011,2105,6.86
2010,2105,10.5
2009,2105,16.3
2008,2105,4.94
2023,2106,1.95
2022,2106,0.73
2021,2106,2.07
2020,2106,2.3
2019,2106,2.47
2018,2106,1.7
2017,2106,0.79
2016,2106,7.48
2015,2106,8.75
2014,2106,10.4
2013,2106,11.1
2012,2106,10.5
2011,2106,13.6
2010,2106,8.02
2009,2106,14.2
2008,2106,2.72
2023,2107,3.7
2022,2107,5.3
2021,2107,6.13
2020,2107,7.15
2019,2107,3.98
2018,2107,1.49
2017,2107,1.29
2016,2107,2.22
2015,2107,5.4
2014,2107,24.3
2013,2107,15.7
2012,2107,11.7
2011,2107,8.89
2010,2107,11.4
2009,2107,9.57
2008,2107,9.42
2023,2108,5.49
2022,2108,7.22
2021,2108,42.6
2020,2108,28.9
2019,2108,14.2
2018,2108,16.8
2017,2108,10.3
2016,2108,9.47
2015,2108,14.5
2014,2108,3.28
2013,2108,4.31
2012,2108,5.44
2011,2108,14.4
2010,2108,9.08
2009,2108,9.73
2008,2108,10.4
2023,2109,6.64
2022,2109,5.42
2021,2109,6.83
2020,2109,7.27
2019,2109,2.04
2018,2109,-2.12
2017,2109,-11.2
2016,2109,2.37
2015,2109,3.24
2014,2109,10.2
2013,2109,5.8
2012,2109,-0.82
2011,2109,0.49
2010,2109,-0.94
2009,2109,1.9
2008,2109,-0.5
2023,2114,12.7
2022,2114,10.8
2021,2114,29.3
2020,2114,18.5
2019,2114,14.8
2018,2114,14.6
2017,2114,12.5
2016,2114,13.4
2015,2114,16
2014,2114,19.2
2013,2114,17.9
2012,2114,20.2
2011,2114,17.8
2010,2114,13.4
2009,2114,15.5
2008,2114,0
2023,2115,3.65
2022,2115,4.52
2021,2115,8.07
2020,2115,13.4
2019,2115,6.42
2018,2115,6.25
2017,2115,8.69
2016,2115,10.7
2015,2115,8.59
2014,2115,8.98
2013,2115,4.92
2012,2115,4.51
2011,2115,5.4
2010,2115,9.68
2023,2201,2.27
2022,2201,-0.35
2021,2201,2.48
2020,2201,1.57
2019,2201,-7.74
2018,2201,1.33
2017,2201,1.28
2016,2201,0.82
2015,2201,1.89
2014,2201,1.48
2013,2201,1.31
2012,2201,2.05
2011,2201,3.16
2010,2201,4.27
2009,2201,1.58
2008,2201,0.37
2023,2204,12
2022,2204,-14.7
2021,2204,8.06
2020,2204,6.68
2019,2204,-3.98
2018,2204,6.08
2017,2204,7.22
2016,2204,5.76
2015,2204,5.64
2014,2204,4.64
2013,2204,4.7
2012,2204,4.02
2011,2204,5.54
2010,2204,4.98
2009,2204,1.6
2008,2204,-9.59
2023,2206,11.1
2022,2206,6.64
2021,2206,4.34
2020,2206,4.82
2019,2206,5.58
2018,2206,1.96
2017,2206,1.31
2016,2206,-0.7
2015,2206,7.21
2014,2206,-0.9
2013,2206,-1.36
2012,2206,1.4
2011,2206,3.79
2010,2206,2.68
2009,2206,1
2008,2206,0.32
2023,2207,5.86
2022,2207,-4.16
2021,2207,6.11
2020,2207,6.06
2019,2207,5.6
2018,2207,5.32
2017,2207,6
2016,2207,7.04
2015,2207,6.96
2014,2207,7.24
2013,2207,6.73
2012,2207,7.63
2011,2207,7.99
2010,2207,6.99
2009,2207,5.13
2008,2207,4.09
2023,2208,-9.43
2022,2208,-7.85
2021,2208,0.02
2020,2208,-4.42
2019,2208,-6.27
2018,2208,-13.7
2017,2208,-23.6
2016,2208,-5.01
2015,2208,1.77
2014,2208,1.62
2013,2208,1.65
2012,2208,2.46
2011,2208,6.13
2010,2208,6.04
2023,2211,12.7
2022,2211,9.32
2021,2211,5.48
2020,2211,6.65
2019,2211,7.43
2018,2211,7.48
2023,2227,4.93
2022,2227,9.81
2021,2227,11.5
2020,2227,23.2
2019,2227,26.6
2018,2227,22.7
2017,2227,23.9
2016,2227,15.2
2015,2227,12.3
2014,2227,18.2
2013,2227,23.3
2012,2227,19
2011,2227,16.9
2010,2227,15
2009,2227,3.71
2008,2227,2.84
2023,2228,8.39
2022,2228,7.85
2021,2228,4.37
2020,2228,1.87
2019,2228,13.1
2018,2228,10.4
2017,2228,11.5
2016,2228,15.1
2015,2228,16.4
2014,2228,15.8
2013,2228,12.5
2012,2228,11.5
2011,2228,15
2010,2228,14.9
2009,2228,8.3
2008,2228,12.8
2023,2231,3.18
2022,2231,4.85
2021,2231,5.71
2020,2231,3.4
2019,2231,13.3
2018,2231,15.7
2017,2231,14.8
2016,2231,22.8
2015,2231,38.7
2014,2231,33.5
2013,2231,20.8
2012,2231,16.8
2011,2231,9.09
2010,2231,21.4
2009,2231,16.4
2008,2231,11
2023,2233,10.4
2022,2233,12.4
2021,2233,11.5
2020,2233,8.81
2019,2233,7.83
2018,2233,11.8
2017,2233,12
2016,2233,11.3
2015,2233,9.08
2014,2233,11.5
2013,2233,16.1
2012,2233,12
2011,2233,14.3
2010,2233,21.7
2009,2233,13
2023,2236,5.6
2022,2236,3.42
2021,2236,3.19
2020,2236,1.19
2019,2236,2.34
2018,2236,7.41
2017,2236,7.22
2016,2236,8.17
2015,2236,4.17
2014,2236,7.3
2013,2236,19.6
2012,2236,5.05
2023,2239,0.66
2022,2239,0.58
2021,2239,3.04
2020,2239,2.64
2019,2239,3.16
2018,2239,5.15
2017,2239,5.74
2016,2239,9.82
2015,2239,7.18
2014,2239,9.6
2013,2239,9.86
2023,2241,-8.48
2022,2241,-7.54
2021,2241,-4.11
2020,2241,0.3
2019,2241,3.48
2018,2241,2.2
2017,2241,-1.53
2016,2241,9.04
2015,2241,12.2
2014,2241,-9.41
2023,2243,-4.39
2022,2243,-0.77
2021,2243,-1.99
2020,2243,-7.91
2019,2243,-3.61
2018,2243,-0.86
2017,2243,1.12
2016,2243,3.07
2015,2243,2.82
2014,2243,1.15
2023,2247,7.98
2022,2247,6.98
2021,2247,6.48
2020,2247,6.21
2019,2247,5.21
2018,2247,6.43
2017,2247,8.62
2016,2247,11.8
2015,2247,13.9
2023,2250,3.32
2022,2250,3.25
2021,2250,5.64
2020,2250,3.66
2019,2250,4.4
2018,2250,3.27
2023,2301,7.51
2022,2301,7.4
2021,2301,7.75
2020,2301,5.42
2019,2301,4.9
2018,2301,4.12
2017,2301,1.31
2016,2301,4.46
2015,2301,3.43
2014,2301,2.65
2013,2301,4.34
2012,2301,4.68
2011,2301,4.9
2010,2301,6.33
2009,2301,5.17
2008,2301,3.07
2023,2302,3.87
2022,2302,8.19
2021,2302,3.96
2020,2302,5.16
2019,2302,0.02
2018,2302,1.39
2017,2302,-1.66
2016,2302,0.66
2015,2302,0.24
2014,2302,5.59
2013,2302,1.24
2012,2302,-8.28
2011,2302,-3.73
2010,2302,1.8
2009,2302,0.22
2008,2302,-11.7
2023,2303,11.3
2022,2303,17.6
2021,2303,13.1
2020,2303,7.27
2019,2303,1.67
2018,2303,0.7
2017,2303,1.7
2016,2303,1.07
2015,2303,3.95
2014,2303,3.77
2013,2303,4.18
2012,2303,1.5
2011,2303,3.02
2010,2303,8.92
2009,2303,0.71
2008,2303,-8.91
2023,2305,0.77
2022,2305,0.65
2021,2305,0.7
2020,2305,0.75
2019,2305,0.22
2018,2305,-0.46
2017,2305,18.2
2016,2305,0.71
2015,2305,0.99
2014,2305,7.04
2013,2305,1.59
2012,2305,-1.62
2011,2305,3.63
2010,2305,-5.1
2009,2305,-13.8
2008,2305,-8.4
2023,2308,8.8
2022,2308,9.35
2021,2308,8.12
2020,2308,8.46
2019,2308,8.35
2018,2308,7.28
2017,2308,7.72
2016,2308,8.35
2015,2308,8.9
2014,2308,10.7
2013,2308,10
2012,2308,8.45
2011,2308,6.74
2010,2308,12.1
2009,2308,10.4
2008,2308,10.4
2023,2312,0.68
2022,2312,0.82
2021,2312,0.21
2020,2312,0.25
2019,2312,0.47
2018,2312,1.05
2017,2312,0.79
2016,2312,2.75
2015,2312,2.85
2014,2312,4.74
2013,2312,-10.3
2012,2312,0.34
2011,2312,0.11
2010,2312,1.96
2009,2312,-3.38
2008,2312,0.17
2023,2313,5.25
2022,2313,10.5
2021,2313,7.43
2020,2313,7.31
2019,2313,6.43
2018,2313,4.21
2017,2313,6.71
2016,2313,3.2
2015,2313,5.86
2014,2313,4.63
2013,2313,4.92
2012,2313,2.51
2011,2313,2.91
2010,2313,-0.54
2009,2313,-2.4
2008,2313,0.43
2023,2314,-10.3
2022,2314,-7.43
2021,2314,-7.53
2020,2314,-1.83
2019,2314,0.03
2018,2314,0.89
2017,2314,2.9
2016,2314,2.94
2015,2314,0.68
2014,2314,-8.68
2013,2314,-12.7
2012,2314,-12.1
2011,2314,-20.5
2010,2314,-1.86
2009,2314,-0.58
2008,2314,4.16
2023,2316,6.09
2022,2316,3.79
2021,2316,4.05
2020,2316,3.32
2019,2316,4.49
2018,2316,2.52
2017,2316,-0.07
2016,2316,0.34
2015,2316,35
2014,2316,3.18
2013,2316,2.51
2012,2316,3.52
2011,2316,4.21
2010,2316,3.89
2009,2316,3.53
2008,2316,-4.3
2023,2317,3.83
2022,2317,3.76
2021,2317,4.06
2020,2317,3.27
2019,2317,3.94
2018,2317,3.83
2017,2317,4.51
2016,2317,6.18
2015,2317,6.3
2014,2317,5.55
2013,2317,4.92
2012,2317,4.85
2011,2317,5.27
2010,2317,6.28
2009,2317,8.04
2008,2317,6.49
2023,2321,-1.23
2022,2321,1.66
2021,2321,0.91
2020,2321,-1.68
2019,2321,-5.35
2018,2321,-2.56
2017,2321,-2.61
2016,2321,2.35
2015,2321,-2.99
2014,2321,-1.18
2013,2321,1.09
2012,2321,-13.7
2011,2321,-14.5
2010,2321,-11
2009,2321,-10.1
2008,2321,-11.3
2023,2323,7.08
2022,2323,-4.48
2021,2323,0.54
2020,2323,0.5
2019,2323,0.66
2018,2323,1.65
2017,2323,-4.09
2016,2323,-7.01
2015,2323,-7.83
2014,2323,-4.26
2013,2323,-8.09
2012,2323,-1.66
2011,2323,-3.44
2010,2323,-9.32
2009,2323,-4.38
2008,2323,-7.58
2023,2324,2.05
2022,2324,1.72
2021,2324,2.74
2020,2324,2.45
2019,2324,2.02
2018,2324,2.51
2017,2324,1.73
2016,2324,2.66
2015,2324,2.55
2014,2324,2.11
2013,2324,0.9
2012,2324,2.45
2011,2324,3.63
2010,2324,6.98
2009,2324,7.46
2008,2324,6.63
2023,2327,5.77
2022,2327,8.76
2021,2327,10.2
2020,2327,8.54
2019,2327,6.41
2018,2327,35
2017,2327,11
2016,2327,7.27
2015,2327,7.41
2014,2327,7.07
2013,2327,2.75
2012,2327,2.37
2011,2327,3.43
2010,2327,8.42
2009,2327,1.45
2008,2327,1.29
2023,2328,5.98
2022,2328,6.3
2021,2328,5.17
2020,2328,3.73
2019,2328,5.15
2018,2328,6.18
2017,2328,4.33
2016,2328,6.76
2015,2328,2.49
2014,2328,1.96
2013,2328,2.52
2012,2328,3.25
2011,2328,-0.31
2010,2328,2.4
2009,2328,3.81
2008,2328,3.75
2023,2329,10.6
2022,2329,8.53
2021,2329,9.71
2020,2329,-1.75
2019,2329,3.6
2018,2329,-0.67
2017,2329,-4.11
2016,2329,2.82
2015,2329,6.26
2014,2329,4.48
2013,2329,-1.99
2012,2329,0.35
2011,2329,-2.99
2010,2329,-1.1
2009,2329,-8.11
2008,2329,0.13
2023,2330,16
2022,2330,23.4
2021,2330,18.4
2020,2330,20.6
2019,2330,15.9
2018,2330,17.2
2017,2330,17.7
2016,2330,18.9
2015,2330,19.4
2014,2330,19.1
2013,2330,16.9
2012,2330,19.1
2011,2330,18
2010,2330,24.7
2009,2330,15.5
2008,2330,17.8
2023,2331,4.37
2022,2331,3.67
2021,2331,0.39
2020,2331,0.28
2019,2331,0.23
2018,2331,0.1
2017,2331,0.99
2016,2331,-3.54
2015,2331,3.78
2014,2331,3.87
2013,2331,9.84
2012,2331,0.98
2011,2331,1.19
2010,2331,0.26
2009,2331,2.03
2008,2331,0.73
2023,2332,4.35
2022,2332,1.74
2021,2332,2.09
2020,2332,8.28
2019,2332,-2.65
2018,2332,0.84
2017,2332,-0.94
2016,2332,-4.48
2015,2332,-7.82
2014,2332,0.45
2013,2332,2.74
2012,2332,3.15
2011,2332,3.73
2010,2332,4.84
2009,2332,2.14
2008,2332,4.61
2023,2337,-2.1
2022,2337,11.2
2021,2337,16.8
2020,2337,8.42
2019,2337,5.03
2018,2337,17.4
2017,2337,13.8
2016,2337,-0.67
2015,2337,-10.2
2014,2337,-13.1
2013,2337,-10.9
2012,2337,-8.46
2011,2337,4.32
2010,2337,14.1
2009,2337,12.1
2008,2337,9.7
2023,2338,0.85
2022,2338,2.62
2021,2338,6.71
2020,2338,6.56
2019,2338,6.51
2018,2338,4.18
2017,2338,-2.66
2016,2338,-6.35
2015,2338,-3.16
2014,2338,1.32
2013,2338,1.44
2012,2338,3.55
2011,2338,3.48
2010,2338,4.32
2009,2338,2.37
2008,2338,2.51
2023,2340,2.64
2022,2340,3.15
2021,2340,7.22
2020,2340,5.49
2019,2340,5.9
2018,2340,6.5
2017,2340,6.5
2016,2340,7.57
2015,2340,4.79
2014,2340,4.66
2013,2340,3.58
2012,2340,2.9
2011,2340,3.69
2010,2340,5.65
2009,2340,1.81
2008,2340,3.04
2023,2342,-4.65
2022,2342,13.7
2021,2342,7.22
2020,2342,7.7
2019,2342,-12.3
2018,2342,5.77
2017,2342,-1.46
2016,2342,-5.36
2015,2342,-29.8
2014,2342,-9.24
2013,2342,-21.2
2012,2342,-13.7
2011,2342,-20.4
2010,2342,-7.43
2009,2342,-6.4
2008,2342,-58.7
2023,2344,0.02
2022,2344,8.9
2021,2344,10.8
2020,2344,1.32
2019,2344,1.47
2018,2344,8.39
2017,2344,7.46
2016,2344,4.81
2015,2344,5.45
2014,2344,5.33
2013,2344,0.51
2012,2344,-2.77
2011,2344,-1.07
2010,2344,5.64
2009,2344,-12
2008,2344,-8.62
2023,2345,17.4
2022,2345,20.1
2021,2345,14.2
2020,2345,16.7
2019,2345,19.1
2018,2345,14.4
2017,2345,14.1
2016,2345,11.6
2015,2345,8
2014,2345,4.65
2013,2345,4.09
2012,2345,6.16
2011,2345,6.24
2010,2345,7.14
2009,2345,5.17
2008,2345,3.19
2023,2347,3.62
2022,2347,7.72
2021,2347,9.84
2020,2347,5.56
2019,2347,4.89
2018,2347,4.83
2017,2347,4.81
2016,2347,3.9
2015,2347,2.53
2014,2347,4.04
2013,2347,4.5
2012,2347,5.16
2011,2347,7.55
2010,2347,6.84
2009,2347,7.06
2008,2347,5.46
2023,2348,6.14
2022,2348,3.72
2021,2348,11.4
2020,2348,20.3
2019,2348,15.8
2018,2348,21.9
2017,2348,10.7
2016,2348,0.54
2015,2348,4.01
2014,2348,17.2
2013,2348,39.1
2012,2348,-1025
2023,2349,-1.96
2022,2349,-0.35
2021,2349,-0.65
2020,2349,-3.96
2019,2349,-11.5
2018,2349,-5.23
2017,2349,-9.14
2016,2349,-9.1
2015,2349,-6.76
2014,2349,-9.85
2013,2349,-8.14
2012,2349,-5.06
2011,2349,-4.28
2010,2349,-2.19
2009,2349,-6.35
2008,2349,-10.3
2023,2351,6.23
2022,2351,7.7
2021,2351,7.71
2020,2351,3.83
2019,2351,5.06
2018,2351,8.05
2017,2351,7.51
2016,2351,8.07
2015,2351,6.18
2014,2351,7.79
2013,2351,5.85
2012,2351,3.6
2011,2351,2.05
2010,2351,8.07
2009,2351,4.34
2008,2351,1.53
2023,2352,2.4
2022,2352,5.92
2021,2352,5.86
2020,2352,4.15
2019,2352,3.45
2018,2352,3.89
2017,2352,5.54
2016,2352,4.16
2015,2352,2.18
2014,2352,3.4
2013,2352,1.59
2012,2352,-3.82
2011,2352,-4.12
2010,2352,3.62
2009,2352,-1.05
2008,2352,-2.85
2023,2353,2.83
2022,2353,2.78
2021,2353,5.66
2020,2353,3.62
2019,2353,1.66
2018,2353,1.86
2017,2353,1.73
2016,2353,-2.9
2015,2353,0.33
2014,2353,0.94
2013,2353,-9.85
2012,2353,-1.04
2011,2353,-2.5
2010,2353,5.29
2009,2353,4.25
2008,2353,4.82
2023,2354,3.03
2022,2354,2.58
2021,2354,2.57
2020,2354,2.81
2019,2354,4.38
2018,2354,4.92
2017,2354,5.48
2016,2354,7.89
2015,2354,9.58
2014,2354,8.29
2013,2354,6.92
2012,2354,8.14
2011,2354,8.42
2010,2354,8.06
2009,2354,6.72
2008,2354,6.52
2023,2355,3.37
2022,2355,2.17
2021,2355,1.48
2020,2355,0.2
2019,2355,2.85
2018,2355,0.67
2017,2355,5.91
2016,2355,9.85
2015,2355,7.9
2014,2355,7.61
2013,2355,8.38
2012,2355,7.82
2011,2355,6.46
2010,2355,5.9
2009,2355,6.23
2008,2355,4.37
2023,2356,2.54
2022,2356,2.52
2021,2356,2.58
2020,2356,3.23
2019,2356,2.43
2018,2356,2.57
2017,2356,2.22
2016,2356,2.78
2015,2356,2.68
2014,2356,3.25
2013,2356,3.16
2012,2356,1
2011,2356,-0.66
2010,2356,2.38
2009,2356,3.09
2008,2356,4.53
2023,2357,3.76
2022,2357,3.45
2021,2357,10.3
2020,2357,7.58
2019,2357,3.75
2018,2357,1.53
2017,2357,4.52
2016,2357,5.62
2015,2357,5.04
2014,2357,6.08
2013,2357,7.63
2012,2357,9.17
2011,2357,8.05
2010,2357,6.38
2009,2357,4.46
2008,2357,5.09
2022,2358,-0.09
2021,2358,4.04
2020,2358,0.34
2019,2358,0.04
2018,2358,3.17
2017,2358,2.09
2016,2358,-14.3
2015,2358,-23.3
2014,2358,-4.11
2013,2358,-14.2
2012,2358,-2.72
2011,2358,-3.3
2010,2358,3.92
2009,2358,12.1
2008,2358,2.31
2023,2359,6.41
2022,2359,5.83
2021,2359,3.01
2020,2359,0.48
2019,2359,5.83
2018,2359,5.29
2017,2359,1.1
2016,2359,3.17
2015,2359,6.73
2014,2359,6.91
2013,2359,2.05
2012,2359,0.91
2011,2359,2.58
2010,2359,2.9
2009,2359,1.61
2008,2359,0.12
2023,2360,12.2
2022,2360,16.5
2021,2360,14.9
2020,2360,8.89
2019,2360,7.77
2018,2360,11.3
2017,2360,12.5
2016,2360,9.77
2015,2360,7.7
2014,2360,9.34
2013,2360,9.8
2012,2360,7.98
2011,2360,12.9
2010,2360,16.4
2009,2360,8.99
2008,2360,11.8
2023,2362,1.12
2022,2362,0.89
2021,2362,1.94
2020,2362,0.69
2019,2362,1.01
2018,2362,1.29
2017,2362,0.64
2016,2362,0.51
2015,2362,0.87
2014,2362,2.18
2013,2362,4.78
2012,2362,3
2011,2362,3.24
2010,2362,2.42
2009,2362,3.09
2008,2362,3.43
2023,2363,3.22
2022,2363,2.39
2021,2363,0.9
2020,2363,-2.37
2019,2363,-3.17
2018,2363,-2.56
2017,2363,-3.95
2016,2363,-2.72
2015,2363,0.13
2014,2363,-1.51
